ISIN,Cap,Bewertungstag,Emittent,Brief,Geld
DE000VS05PZ7,9450.0,2019-10-25,Vontobel Financial Products GmbH,94.5,94.49
DE000VS05PY0,9400.0,2019-10-25,Vontobel Financial Products GmbH,94.0,93.99
DE000VS05PX2,9350.0,2019-10-25,Vontobel Financial Products GmbH,93.5,93.49
DE000VS05PW4,10100.0,2019-11-22,Vontobel Financial Products GmbH,101.0,100.99
DE000VS05PV6,10050.0,2019-11-22,Vontobel Financial Products GmbH,100.5,100.49
DE000VS05PU8,10000.0,2019-11-22,Vontobel Financial Products GmbH,100.0,99.99
DE000VS05PT0,9950.0,2019-11-22,Vontobel Financial Products GmbH,99.5,99.49
DE000VS05PS2,9900.0,2019-11-22,Vontobel Financial Products GmbH,99.0,98.99
DE000VS05P27,9600.0,2019-10-25,Vontobel Financial Products GmbH,96.0,95.99
DE000VS05P19,9550.0,2019-10-25,Vontobel Financial Products GmbH,95.5,95.49
DE000VS05P01,9500.0,2019-10-25,Vontobel Financial Products GmbH,95.0,94.99
DE000VS05GR3,10200.0,2019-11-22,Vontobel Financial Products GmbH,102.0,101.99
DE000VS05GQ5,10150.0,2019-11-22,Vontobel Financial Products GmbH,101.5,101.49
DE000VS05GP7,9700.0,2019-10-25,Vontobel Financial Products GmbH,97.0,96.99
DE000VS05GN2,9650.0,2019-10-25,Vontobel Financial Products GmbH,96.5,96.49
DE000VS044Z9,11300.0,2019-11-22,Vontobel Financial Products GmbH,112.85,112.84
DE000VS044Y2,11250.0,2019-11-22,Vontobel Financial Products GmbH,112.37,112.36
DE000VS044X4,11200.0,2019-11-22,Vontobel Financial Products GmbH,111.88,111.87
DE000VS044W6,11150.0,2019-11-22,Vontobel Financial Products GmbH,111.39,111.38
DE000VS044V8,11100.0,2019-11-22,Vontobel Financial Products GmbH,110.91,110.9
DE000VS044U0,11050.0,2019-11-22,Vontobel Financial Products GmbH,110.42,110.41
DE000VS044T2,11000.0,2019-11-22,Vontobel Financial Products GmbH,109.93,109.92
DE000VS044S4,10950.0,2019-11-22,Vontobel Financial Products GmbH,109.44,109.43
DE000VS044R6,10900.0,2019-11-22,Vontobel Financial Products GmbH,108.95,108.94
DE000VS044Q8,10850.0,2019-11-22,Vontobel Financial Products GmbH,108.45,108.44
DE000VS044P0,10800.0,2019-11-22,Vontobel Financial Products GmbH,107.96,107.95
DE000VS044N5,10750.0,2019-11-22,Vontobel Financial Products GmbH,107.47,107.46
DE000VS044M7,10700.0,2019-11-22,Vontobel Financial Products GmbH,106.97,106.96
DE000VS044L9,10650.0,2019-11-22,Vontobel Financial Products GmbH,106.48,106.47
DE000VS044K1,10600.0,2019-11-22,Vontobel Financial Products GmbH,105.98,105.97
DE000VS044J3,10550.0,2019-11-22,Vontobel Financial Products GmbH,105.49,105.48
DE000VS044H7,10500.0,2019-11-22,Vontobel Financial Products GmbH,104.99,104.98
DE000VS044G9,10450.0,2019-11-22,Vontobel Financial Products GmbH,104.5,104.49
DE000VS044F1,10400.0,2019-11-22,Vontobel Financial Products GmbH,104.0,103.99
DE000VS044E4,10350.0,2019-11-22,Vontobel Financial Products GmbH,103.5,103.49
DE000VS044D6,10300.0,2019-11-22,Vontobel Financial Products GmbH,103.0,102.99
DE000VS044C8,10250.0,2019-11-22,Vontobel Financial Products GmbH,102.5,102.49
DE000VS044B0,9800.0,2019-10-25,Vontobel Financial Products GmbH,98.0,97.99
DE000VS044A2,9750.0,2019-10-25,Vontobel Financial Products GmbH,97.5,97.49
DE000VS04460,11650.0,2019-11-22,Vontobel Financial Products GmbH,116.2,116.19
DE000VS04452,11600.0,2019-11-22,Vontobel Financial Products GmbH,115.72,115.71
DE000VS04445,11550.0,2019-11-22,Vontobel Financial Products GmbH,115.25,115.24
DE000VS04437,11500.0,2019-11-22,Vontobel Financial Products GmbH,114.77,114.76
DE000VS04429,11450.0,2019-11-22,Vontobel Financial Products GmbH,114.3,114.29
DE000VS04411,11400.0,2019-11-22,Vontobel Financial Products GmbH,113.82,113.81
DE000VS04403,11350.0,2019-11-22,Vontobel Financial Products GmbH,113.33,113.32
DE000VS043T4,9950.0,2019-10-18,Vontobel Financial Products GmbH,99.5,99.49
DE000VS043S6,9900.0,2019-10-18,Vontobel Financial Products GmbH,99.0,98.99
DE000VS043R8,9850.0,2019-10-18,Vontobel Financial Products GmbH,98.5,98.49
DE000VS043Q0,9800.0,2019-10-18,Vontobel Financial Products GmbH,98.0,97.99
DE000VS043P2,9750.0,2019-10-18,Vontobel Financial Products GmbH,97.5,97.49
DE000VS043N7,9700.0,2019-10-18,Vontobel Financial Products GmbH,97.0,96.99
DE000VS043M9,11600.0,2019-11-15,Vontobel Financial Products GmbH,115.82,115.81
DE000VS043L1,11550.0,2019-11-15,Vontobel Financial Products GmbH,115.34,115.33
DE000VS043K3,11500.0,2019-11-15,Vontobel Financial Products GmbH,114.86,114.85
DE000VS043J5,11450.0,2019-11-15,Vontobel Financial Products GmbH,114.38,114.37
DE000VS043H9,11400.0,2019-11-15,Vontobel Financial Products GmbH,113.9,113.89
DE000VS043G1,11350.0,2019-11-15,Vontobel Financial Products GmbH,113.41,113.4
DE000VS043F3,11300.0,2019-11-15,Vontobel Financial Products GmbH,112.92,112.91
DE000VS043E6,11250.0,2019-11-15,Vontobel Financial Products GmbH,112.43,112.42
DE000VS043D8,11200.0,2019-11-15,Vontobel Financial Products GmbH,111.94,111.93
DE000VS043C0,11150.0,2019-11-15,Vontobel Financial Products GmbH,111.45,111.44
DE000VS043B2,11100.0,2019-11-15,Vontobel Financial Products GmbH,110.96,110.95
DE000VS043A4,11050.0,2019-11-15,Vontobel Financial Products GmbH,110.47,110.46
DE000VS042Z3,10500.0,2019-11-15,Vontobel Financial Products GmbH,105.0,104.99
DE000VS042Y6,10450.0,2019-11-15,Vontobel Financial Products GmbH,104.5,104.49
DE000VS042X8,10400.0,2019-11-15,Vontobel Financial Products GmbH,104.0,103.99
DE000VS042W0,10350.0,2019-11-15,Vontobel Financial Products GmbH,103.5,103.49
DE000VS042V2,10300.0,2019-11-15,Vontobel Financial Products GmbH,103.0,102.99
DE000VS042U4,10250.0,2019-11-15,Vontobel Financial Products GmbH,102.5,102.49
DE000VS042T6,10200.0,2019-11-15,Vontobel Financial Products GmbH,102.0,101.99
DE000VS04296,11000.0,2019-11-15,Vontobel Financial Products GmbH,109.98,109.97
DE000VS04288,10950.0,2019-11-15,Vontobel Financial Products GmbH,109.48,109.47
DE000VS04270,10900.0,2019-11-15,Vontobel Financial Products GmbH,108.99,108.98
DE000VS04262,10850.0,2019-11-15,Vontobel Financial Products GmbH,108.49,108.48
DE000VS04254,10800.0,2019-11-15,Vontobel Financial Products GmbH,108.0,107.99
DE000VS04247,10750.0,2019-11-15,Vontobel Financial Products GmbH,107.5,107.49
DE000VS04239,10700.0,2019-11-15,Vontobel Financial Products GmbH,107.0,106.99
DE000VS04221,10650.0,2019-11-15,Vontobel Financial Products GmbH,106.5,106.49
DE000VS04213,10600.0,2019-11-15,Vontobel Financial Products GmbH,106.0,105.99
DE000VS04205,10550.0,2019-11-15,Vontobel Financial Products GmbH,105.5,105.49
DE000VN9NSZ0,8750.0,2019-12-27,Vontobel Financial Products GmbH,87.5,87.49
DE000VN9NSY3,8700.0,2019-12-27,Vontobel Financial Products GmbH,87.0,86.99
DE000VN9NSV9,8900.0,2019-10-25,Vontobel Financial Products GmbH,89.0,88.99
DE000VN9NSU1,8850.0,2019-10-25,Vontobel Financial Products GmbH,88.5,88.49
DE000VN9NST3,8750.0,2020-03-27,Vontobel Financial Products GmbH,87.45,87.44
DE000VN9NSS5,8700.0,2020-03-27,Vontobel Financial Products GmbH,86.96,86.95
DE000VN9NSH8,9650.0,2019-10-18,Vontobel Financial Products GmbH,96.5,96.49
DE000VN9NSG0,9600.0,2019-10-18,Vontobel Financial Products GmbH,96.0,95.99
DE000VN9NSF2,9550.0,2019-10-18,Vontobel Financial Products GmbH,95.5,95.49
DE000VN9NSE5,9500.0,2019-10-18,Vontobel Financial Products GmbH,95.0,94.99
DE000VN9NSD7,9450.0,2019-10-18,Vontobel Financial Products GmbH,94.5,94.49
DE000VN9NSC9,9400.0,2019-10-18,Vontobel Financial Products GmbH,94.0,93.99
DE000VN9NSB1,9350.0,2019-10-18,Vontobel Financial Products GmbH,93.5,93.49
DE000VN9NSA3,9300.0,2019-10-18,Vontobel Financial Products GmbH,93.0,92.99
DE000VN9NS99,9450.0,2019-11-22,Vontobel Financial Products GmbH,94.5,94.49
DE000VN9NS81,9400.0,2019-11-22,Vontobel Financial Products GmbH,94.0,93.99
DE000VN9NS24,8550.0,2020-06-26,Vontobel Financial Products GmbH,85.34,85.33
DE000VN9NRF4,10150.0,2019-11-15,Vontobel Financial Products GmbH,101.5,101.49
DE000VN9NRE7,10100.0,2019-11-15,Vontobel Financial Products GmbH,101.0,100.99
DE000VN9NRD9,10050.0,2019-11-15,Vontobel Financial Products GmbH,100.5,100.49
DE000VN9NRC1,10000.0,2019-11-15,Vontobel Financial Products GmbH,100.0,99.99
DE000VN9NRB3,9950.0,2019-11-15,Vontobel Financial Products GmbH,99.5,99.49
DE000VN9NRA5,9900.0,2019-11-15,Vontobel Financial Products GmbH,99.0,98.99
DE000VN9NR90,9250.0,2019-10-18,Vontobel Financial Products GmbH,92.5,92.49
DE000VN9NR82,9200.0,2019-10-18,Vontobel Financial Products GmbH,92.0,91.99
DE000VN9NR74,9150.0,2019-10-18,Vontobel Financial Products GmbH,91.5,91.49
DE000VN9NR66,9100.0,2019-10-18,Vontobel Financial Products GmbH,91.0,90.99
DE000VN9NR58,9050.0,2019-10-18,Vontobel Financial Products GmbH,90.5,90.49
DE000VN9NR41,9000.0,2019-10-18,Vontobel Financial Products GmbH,90.0,89.99
DE000VN9NR33,8950.0,2019-10-18,Vontobel Financial Products GmbH,89.5,89.49
DE000VN9NR25,8900.0,2019-10-18,Vontobel Financial Products GmbH,89.0,88.99
DE000VN9NR17,8850.0,2019-10-18,Vontobel Financial Products GmbH,88.5,88.49
DE000VN9NQZ4,9350.0,2019-11-15,Vontobel Financial Products GmbH,93.5,93.49
DE000VN9NQD1,8900.0,2020-09-18,Vontobel Financial Products GmbH,88.5,88.49
DE000VN9NQC3,8850.0,2020-09-18,Vontobel Financial Products GmbH,88.02,88.01
DE000VN9NQB5,8800.0,2020-09-18,Vontobel Financial Products GmbH,87.55,87.54
DE000VN9NQA7,8750.0,2020-09-18,Vontobel Financial Products GmbH,87.07,87.06
DE000VN9NQ91,9850.0,2019-11-15,Vontobel Financial Products GmbH,98.5,98.49
DE000VN9NQ83,9800.0,2019-11-15,Vontobel Financial Products GmbH,98.0,97.99
DE000VN9NQ75,9750.0,2019-11-15,Vontobel Financial Products GmbH,97.5,97.49
DE000VN9NQ67,9700.0,2019-11-15,Vontobel Financial Products GmbH,97.0,96.99
DE000VN9NQ59,9650.0,2019-11-15,Vontobel Financial Products GmbH,96.5,96.49
DE000VN9NQ42,9600.0,2019-11-15,Vontobel Financial Products GmbH,96.0,95.99
DE000VN9NQ34,9550.0,2019-11-15,Vontobel Financial Products GmbH,95.5,95.49
DE000VN9NQ26,9500.0,2019-11-15,Vontobel Financial Products GmbH,95.0,94.99
DE000VN9NQ18,9450.0,2019-11-15,Vontobel Financial Products GmbH,94.5,94.49
DE000VN9NQ00,9400.0,2019-11-15,Vontobel Financial Products GmbH,94.0,93.99
DE000VN9NPY9,8850.0,2020-06-19,Vontobel Financial Products GmbH,88.27,88.26
DE000VN9NPX1,8800.0,2020-06-19,Vontobel Financial Products GmbH,87.78,87.77
DE000VN9NPW3,8750.0,2020-06-19,Vontobel Financial Products GmbH,87.3,87.29
DE000VN9NPV5,8700.0,2020-06-19,Vontobel Financial Products GmbH,86.81,86.8
DE000VN9NPU7,8650.0,2020-06-19,Vontobel Financial Products GmbH,86.32,86.31
DE000VN9NPT9,8600.0,2020-06-19,Vontobel Financial Products GmbH,85.84,85.83
DE000VN9NPS1,8550.0,2020-06-19,Vontobel Financial Products GmbH,85.35,85.34
DE000VN9NPR3,8500.0,2020-06-19,Vontobel Financial Products GmbH,84.86,84.85
DE000VN9NPA9,9050.0,2019-12-20,Vontobel Financial Products GmbH,90.5,90.49
DE000VN9NP92,8700.0,2020-09-18,Vontobel Financial Products GmbH,86.59,86.58
DE000VN9NP84,8650.0,2020-09-18,Vontobel Financial Products GmbH,86.12,86.11
DE000VN9NP76,8600.0,2020-09-18,Vontobel Financial Products GmbH,85.64,85.63
DE000VN9NP68,8550.0,2020-09-18,Vontobel Financial Products GmbH,85.16,85.15
DE000VN9NN94,9000.0,2019-12-20,Vontobel Financial Products GmbH,90.0,89.99
DE000VN9NN86,8950.0,2019-12-20,Vontobel Financial Products GmbH,89.5,89.49
DE000VN9N5L5,9350.0,2019-11-22,Vontobel Financial Products GmbH,93.5,93.49
DE000VN9N5F7,8500.0,2020-06-26,Vontobel Financial Products GmbH,84.85,84.84
DE000VN9N5E0,8650.0,2020-03-27,Vontobel Financial Products GmbH,86.46,86.45
DE000VN9N425,10090.0,2019-12-12,Vontobel Financial Products GmbH,100.88,100.87
DE000VN9MRR1,8900.0,2019-12-20,Vontobel Financial Products GmbH,89.0,88.99
DE000VN9MRQ3,8850.0,2019-12-20,Vontobel Financial Products GmbH,88.5,88.49
DE000VN9MRP5,8800.0,2019-12-20,Vontobel Financial Products GmbH,88.0,87.99
DE000VN9MRN0,8750.0,2019-12-20,Vontobel Financial Products GmbH,87.5,87.49
DE000VN9MRM2,8700.0,2019-12-20,Vontobel Financial Products GmbH,87.0,86.99
DE000VN9MRL4,8650.0,2019-12-20,Vontobel Financial Products GmbH,86.5,86.49
DE000VN9MRK6,9000.0,2020-03-20,Vontobel Financial Products GmbH,89.92,89.91
DE000VN9MRJ8,8950.0,2020-03-20,Vontobel Financial Products GmbH,89.43,89.42
DE000VN9MRH2,8900.0,2020-03-20,Vontobel Financial Products GmbH,88.94,88.93
DE000VN9MRG4,8850.0,2020-03-20,Vontobel Financial Products GmbH,88.45,88.44
DE000VN9MRF6,8800.0,2020-03-20,Vontobel Financial Products GmbH,87.95,87.94
DE000VN9MRE9,8750.0,2020-03-20,Vontobel Financial Products GmbH,87.46,87.45
DE000VN9MRD1,8700.0,2020-03-20,Vontobel Financial Products GmbH,86.97,86.96
DE000VN9MRC3,8650.0,2020-03-20,Vontobel Financial Products GmbH,86.47,86.46
DE000VN9LWY9,10048.0,2019-12-10,Vontobel Financial Products GmbH,100.46,100.45
DE000VN9L5Z7,9250.0,2019-10-25,Vontobel Financial Products GmbH,92.5,92.49
DE000VN9L5X2,9850.0,2019-11-22,Vontobel Financial Products GmbH,98.5,98.49
DE000VN9L5W4,9800.0,2019-11-22,Vontobel Financial Products GmbH,98.0,97.99
DE000VN9L5V6,9750.0,2019-11-22,Vontobel Financial Products GmbH,97.5,97.49
DE000VN9L502,9300.0,2019-10-25,Vontobel Financial Products GmbH,93.0,92.99
DE000VN9L4F2,8800.0,2020-03-27,Vontobel Financial Products GmbH,87.94,87.93
DE000VN9L4E5,8850.0,2020-03-27,Vontobel Financial Products GmbH,88.43,88.42
DE000VN9L4D7,8900.0,2020-03-27,Vontobel Financial Products GmbH,88.92,88.91
DE000VN9L4C9,8950.0,2020-03-27,Vontobel Financial Products GmbH,89.42,89.41
DE000VN9L4B1,8950.0,2019-10-25,Vontobel Financial Products GmbH,89.5,89.49
DE000VN9L4A3,9000.0,2019-10-25,Vontobel Financial Products GmbH,90.0,89.99
DE000VN9L3Z2,8800.0,2019-12-27,Vontobel Financial Products GmbH,88.0,87.99
DE000VN9L3Y5,8850.0,2019-12-27,Vontobel Financial Products GmbH,88.5,88.49
DE000VN9L3X7,8900.0,2019-12-27,Vontobel Financial Products GmbH,89.0,88.99
DE000VN9L3W9,8950.0,2019-12-27,Vontobel Financial Products GmbH,89.5,89.49
DE000VN9L3L2,9000.0,2019-12-27,Vontobel Financial Products GmbH,90.0,89.99
DE000VN9L3C1,8600.0,2020-06-26,Vontobel Financial Products GmbH,85.82,85.81
DE000VN9L3B3,8650.0,2020-06-26,Vontobel Financial Products GmbH,86.31,86.3
DE000VN9L3A5,8700.0,2020-06-26,Vontobel Financial Products GmbH,86.8,86.79
DE000VN9L395,9050.0,2019-10-25,Vontobel Financial Products GmbH,90.5,90.49
DE000VN9L387,9100.0,2019-10-25,Vontobel Financial Products GmbH,91.0,90.99
DE000VN9L379,9150.0,2019-10-25,Vontobel Financial Products GmbH,91.5,91.49
DE000VN9L353,9200.0,2019-10-25,Vontobel Financial Products GmbH,92.0,91.99
DE000VN9L2S9,9500.0,2019-11-22,Vontobel Financial Products GmbH,95.0,94.99
DE000VN9L2R1,9550.0,2019-11-22,Vontobel Financial Products GmbH,95.5,95.49
DE000VN9L2Q3,9600.0,2019-11-22,Vontobel Financial Products GmbH,96.0,95.99
DE000VN9L2P5,9650.0,2019-11-22,Vontobel Financial Products GmbH,96.5,96.49
DE000VN9L2N0,9700.0,2019-11-22,Vontobel Financial Products GmbH,97.0,96.99
DE000VN9L296,8750.0,2020-06-26,Vontobel Financial Products GmbH,87.28,87.27
DE000VN9L288,8800.0,2020-06-26,Vontobel Financial Products GmbH,87.77,87.76
DE000VN95ZB9,9100.0,2019-11-22,Vontobel Financial Products GmbH,91.0,90.99
DE000VN95ZA1,9050.0,2019-11-22,Vontobel Financial Products GmbH,90.5,90.49
DE000VN95YY4,8300.0,2020-03-27,Vontobel Financial Products GmbH,83.0,82.99
DE000VN95YX6,8350.0,2020-03-27,Vontobel Financial Products GmbH,83.5,83.49
DE000VN95YV0,8400.0,2020-03-27,Vontobel Financial Products GmbH,83.99,83.98
DE000VN95YS6,8500.0,2019-10-25,Vontobel Financial Products GmbH,85.0,84.99
DE000VN95YQ0,8550.0,2019-10-25,Vontobel Financial Products GmbH,85.5,85.49
DE000VN95YN7,8600.0,2019-10-25,Vontobel Financial Products GmbH,86.0,85.99
DE000VN95XV2,8350.0,2019-12-27,Vontobel Financial Products GmbH,83.5,83.49
DE000VN95XU4,8400.0,2019-12-27,Vontobel Financial Products GmbH,84.0,83.99
DE000VN95X56,8150.0,2020-06-26,Vontobel Financial Products GmbH,81.42,81.41
DE000VN95X31,8200.0,2020-06-26,Vontobel Financial Products GmbH,81.91,81.9
DE000VN95X15,8250.0,2020-06-26,Vontobel Financial Products GmbH,82.4,82.39
DE000VN95TX6,8700.0,2019-10-25,Vontobel Financial Products GmbH,87.0,86.99
DE000VN95TW8,8750.0,2019-10-25,Vontobel Financial Products GmbH,87.5,87.49
DE000VN95TV0,8800.0,2019-10-25,Vontobel Financial Products GmbH,88.0,87.99
DE000VN95TS6,8550.0,2019-12-27,Vontobel Financial Products GmbH,85.5,85.49
DE000VN95TQ0,8600.0,2019-12-27,Vontobel Financial Products GmbH,86.0,85.99
DE000VN95TP2,8600.0,2020-03-27,Vontobel Financial Products GmbH,85.97,85.96
DE000VN95TN7,8550.0,2020-03-27,Vontobel Financial Products GmbH,85.48,85.47
DE000VN95TL1,8650.0,2019-12-27,Vontobel Financial Products GmbH,86.5,86.49
DE000VN95TJ5,8350.0,2020-06-26,Vontobel Financial Products GmbH,83.38,83.37
DE000VN95TG1,8400.0,2020-06-26,Vontobel Financial Products GmbH,83.87,83.86
DE000VN95TE6,8450.0,2020-06-26,Vontobel Financial Products GmbH,84.36,84.35
DE000VN95SY6,9250.0,2019-11-22,Vontobel Financial Products GmbH,92.5,92.49
DE000VN95SW0,9300.0,2019-11-22,Vontobel Financial Products GmbH,93.0,92.99
DE000VN95RY8,8300.0,2020-06-26,Vontobel Financial Products GmbH,82.89,82.88
DE000VN95RW2,8450.0,2019-12-27,Vontobel Financial Products GmbH,84.5,84.49
DE000VN95RV4,8500.0,2019-12-27,Vontobel Financial Products GmbH,85.0,84.99
DE000VN95RM3,9150.0,2019-11-22,Vontobel Financial Products GmbH,91.5,91.49
DE000VN95RL5,9200.0,2019-11-22,Vontobel Financial Products GmbH,92.0,91.99
DE000VN95R62,8450.0,2020-03-27,Vontobel Financial Products GmbH,84.49,84.48
DE000VN95R54,8500.0,2020-03-27,Vontobel Financial Products GmbH,84.98,84.97
DE000VN95R47,8650.0,2019-10-25,Vontobel Financial Products GmbH,86.5,86.49
DE000VL9ZSX1,12200.0,2019-12-27,Vontobel Financial Products GmbH,120.35,120.34
DE000VL9ZSW3,12150.0,2019-12-27,Vontobel Financial Products GmbH,119.96,119.95
DE000VL9Z5D2,12350.0,2019-12-27,Vontobel Financial Products GmbH,121.48,121.47
DE000VL9Z5C4,12300.0,2019-12-27,Vontobel Financial Products GmbH,121.11,121.1
DE000VL9Z1T7,9450.0,2019-12-27,Vontobel Financial Products GmbH,94.5,94.49
DE000VL9Y5Y9,12100.0,2019-12-27,Vontobel Financial Products GmbH,119.56,119.55
DE000VL9Y5X1,12050.0,2019-12-27,Vontobel Financial Products GmbH,119.15,119.14
DE000VL9Y5W3,12000.0,2019-12-27,Vontobel Financial Products GmbH,118.75,118.74
DE000VL9Y5V5,11950.0,2019-12-27,Vontobel Financial Products GmbH,118.32,118.31
DE000VL9Y5U7,11900.0,2019-12-27,Vontobel Financial Products GmbH,117.9,117.89
DE000VL9Y5T9,11850.0,2019-12-27,Vontobel Financial Products GmbH,117.47,117.46
DE000VL9Y5S1,11800.0,2019-12-27,Vontobel Financial Products GmbH,117.04,117.03
DE000VL9Y5R3,11750.0,2019-12-27,Vontobel Financial Products GmbH,116.61,116.6
DE000VL9Y5Q5,11700.0,2019-12-27,Vontobel Financial Products GmbH,116.17,116.16
DE000VL9Y5P7,11650.0,2019-12-27,Vontobel Financial Products GmbH,115.72,115.71
DE000VL9Y5N2,11600.0,2019-12-27,Vontobel Financial Products GmbH,115.28,115.27
DE000VL9Y5M4,11550.0,2019-12-27,Vontobel Financial Products GmbH,114.82,114.81
DE000VL9Y5L6,11500.0,2019-12-27,Vontobel Financial Products GmbH,114.37,114.36
DE000VL9Y5K8,11450.0,2019-12-27,Vontobel Financial Products GmbH,113.91,113.9
DE000VL9Y5J0,11400.0,2019-12-27,Vontobel Financial Products GmbH,113.45,113.44
DE000VL9Y5H4,11350.0,2019-12-27,Vontobel Financial Products GmbH,113.0,112.99
DE000VL9Y5G6,11300.0,2019-12-27,Vontobel Financial Products GmbH,112.53,112.52
DE000VL9Y5F8,11250.0,2019-12-27,Vontobel Financial Products GmbH,112.06,112.05
DE000VL9Y5E1,11200.0,2019-12-27,Vontobel Financial Products GmbH,111.6,111.59
DE000VL9Y5D3,11150.0,2019-12-27,Vontobel Financial Products GmbH,111.12,111.11
DE000VL9Y5C5,11100.0,2019-12-27,Vontobel Financial Products GmbH,110.65,110.64
DE000VL9Y5B7,11050.0,2019-12-27,Vontobel Financial Products GmbH,110.18,110.17
DE000VL9Y5A9,11000.0,2019-12-27,Vontobel Financial Products GmbH,109.71,109.7
DE000VL9Y4Z9,10450.0,2019-12-27,Vontobel Financial Products GmbH,104.39,104.38
DE000VL9Y4Y2,10400.0,2019-12-27,Vontobel Financial Products GmbH,103.9,103.89
DE000VL9Y4X4,10350.0,2019-12-27,Vontobel Financial Products GmbH,103.41,103.4
DE000VL9Y4W6,10300.0,2019-12-27,Vontobel Financial Products GmbH,102.92,102.91
DE000VL9Y4V8,10250.0,2019-12-27,Vontobel Financial Products GmbH,102.43,102.42
DE000VL9Y4U0,10200.0,2019-12-27,Vontobel Financial Products GmbH,101.94,101.93
DE000VL9Y4T2,10150.0,2019-12-27,Vontobel Financial Products GmbH,101.45,101.44
DE000VL9Y4S4,10100.0,2019-12-27,Vontobel Financial Products GmbH,100.95,100.94
DE000VL9Y4R6,10050.0,2019-12-27,Vontobel Financial Products GmbH,100.46,100.45
DE000VL9Y4Q8,10000.0,2019-12-27,Vontobel Financial Products GmbH,99.97,99.96
DE000VL9Y4P0,9950.0,2019-12-27,Vontobel Financial Products GmbH,99.47,99.46
DE000VL9Y4N5,9900.0,2019-12-27,Vontobel Financial Products GmbH,98.98,98.97
DE000VL9Y4M7,9850.0,2019-12-27,Vontobel Financial Products GmbH,98.48,98.47
DE000VL9Y4L9,9800.0,2019-12-27,Vontobel Financial Products GmbH,97.99,97.98
DE000VL9Y4K1,9750.0,2019-12-27,Vontobel Financial Products GmbH,97.49,97.48
DE000VL9Y4J3,9700.0,2019-12-27,Vontobel Financial Products GmbH,97.0,96.99
DE000VL9Y4H7,9650.0,2019-12-27,Vontobel Financial Products GmbH,96.5,96.49
DE000VL9Y4G9,9600.0,2019-12-27,Vontobel Financial Products GmbH,96.0,95.99
DE000VL9Y4F1,9550.0,2019-12-27,Vontobel Financial Products GmbH,95.45,95.44
DE000VL9Y4E4,9500.0,2019-12-27,Vontobel Financial Products GmbH,95.0,94.99
DE000VL9Y499,10950.0,2019-12-27,Vontobel Financial Products GmbH,109.23,109.22
DE000VL9Y481,10900.0,2019-12-27,Vontobel Financial Products GmbH,108.75,108.74
DE000VL9Y473,10850.0,2019-12-27,Vontobel Financial Products GmbH,108.27,108.26
DE000VL9Y465,10800.0,2019-12-27,Vontobel Financial Products GmbH,107.79,107.78
DE000VL9Y457,10750.0,2019-12-27,Vontobel Financial Products GmbH,107.3,107.29
DE000VL9Y440,10700.0,2019-12-27,Vontobel Financial Products GmbH,106.82,106.81
DE000VL9Y432,10650.0,2019-12-27,Vontobel Financial Products GmbH,106.34,106.33
DE000VL9Y424,10600.0,2019-12-27,Vontobel Financial Products GmbH,105.85,105.84
DE000VL9Y416,10550.0,2019-12-27,Vontobel Financial Products GmbH,105.36,105.35
DE000VL9Y408,10500.0,2019-12-27,Vontobel Financial Products GmbH,104.88,104.87
DE000VL9QRZ7,12000.0,2020-03-20,Vontobel Financial Products GmbH,117.31,117.3
DE000VL9QRY0,11950.0,2020-03-20,Vontobel Financial Products GmbH,116.93,116.92
DE000VL9QRX2,11900.0,2020-03-20,Vontobel Financial Products GmbH,116.55,116.54
DE000VL9QRW4,11850.0,2020-03-20,Vontobel Financial Products GmbH,116.14,116.13
DE000VL9QRV6,11800.0,2020-03-20,Vontobel Financial Products GmbH,115.75,115.74
DE000VL9QRU8,11750.0,2020-03-20,Vontobel Financial Products GmbH,115.35,115.34
DE000VL9QRT0,11700.0,2020-03-20,Vontobel Financial Products GmbH,114.94,114.93
DE000VL9QRR4,11650.0,2020-03-20,Vontobel Financial Products GmbH,114.54,114.53
DE000VL9QRP8,11600.0,2020-03-20,Vontobel Financial Products GmbH,114.12,114.11
DE000VL9QRM5,11550.0,2020-03-20,Vontobel Financial Products GmbH,113.7,113.69
DE000VL9QRK9,11500.0,2020-03-20,Vontobel Financial Products GmbH,113.29,113.28
DE000VL9QRH5,11450.0,2020-03-20,Vontobel Financial Products GmbH,112.86,112.85
DE000VL9QRF9,11400.0,2020-03-20,Vontobel Financial Products GmbH,112.44,112.43
DE000VL9QRE2,11350.0,2020-03-20,Vontobel Financial Products GmbH,112.02,112.01
DE000VL9QRC6,11300.0,2020-03-20,Vontobel Financial Products GmbH,111.59,111.58
DE000VL9QRA0,11250.0,2020-03-20,Vontobel Financial Products GmbH,111.15,111.14
DE000VL9QR75,12400.0,2020-03-20,Vontobel Financial Products GmbH,120.19,120.18
DE000VL9QR67,12350.0,2020-03-20,Vontobel Financial Products GmbH,119.87,119.86
DE000VL9QR59,12300.0,2020-03-20,Vontobel Financial Products GmbH,119.52,119.51
DE000VL9QR42,12250.0,2020-03-20,Vontobel Financial Products GmbH,119.16,119.15
DE000VL9QR34,12200.0,2020-03-20,Vontobel Financial Products GmbH,118.81,118.8
DE000VL9QR26,12150.0,2020-03-20,Vontobel Financial Products GmbH,118.43,118.42
DE000VL9QR18,12100.0,2020-03-20,Vontobel Financial Products GmbH,118.06,118.05
