ISIN,Cap,Bewertungstag,Emittent,Brief,Geld
DE000ST4HEX7,13450.0,2019-11-15,Société Générale S.A.,126.7,126.69
DE000ST4HEW9,13400.0,2019-11-15,Société Générale S.A.,126.68,126.67
DE000ST4HEV1,13350.0,2019-11-15,Société Générale S.A.,126.67,126.66
DE000ST4HEU3,13300.0,2019-11-15,Société Générale S.A.,126.66,126.65
DE000ST4HET5,13250.0,2019-11-15,Société Générale S.A.,126.65,126.64
DE000ST4HES7,13200.0,2019-11-15,Société Générale S.A.,126.63,126.62
DE000ST4HER9,13150.0,2019-11-15,Société Générale S.A.,126.58,126.57
DE000ST4HEQ1,13100.0,2019-11-15,Société Générale S.A.,126.53,126.52
DE000ST4HEP3,13050.0,2019-11-15,Société Générale S.A.,126.39,126.38
DE000ST4HEN8,13000.0,2019-11-15,Société Générale S.A.,126.29,126.28
DE000ST4HEM0,12950.0,2019-11-15,Société Générale S.A.,126.15,126.14
DE000ST4HEL2,12900.0,2019-11-15,Société Générale S.A.,125.93,125.92
DE000ST4HEK4,12850.0,2019-11-15,Société Générale S.A.,125.72,125.71
DE000ST4HEJ6,12800.0,2019-11-15,Société Générale S.A.,125.52,125.51
DE000ST4HEH0,12750.0,2019-11-15,Société Générale S.A.,125.27,125.26
DE000ST4HEG2,12700.0,2019-11-15,Société Générale S.A.,125.02,125.01
DE000ST4HEF4,12650.0,2019-11-15,Société Générale S.A.,124.73,124.72
DE000ST4HEE7,12600.0,2019-11-15,Société Générale S.A.,124.41,124.4
DE000ST4HED9,12550.0,2019-11-15,Société Générale S.A.,124.07,124.06
DE000ST4HEC1,12500.0,2019-11-15,Société Générale S.A.,123.73,123.72
DE000ST4HEB3,12450.0,2019-11-15,Société Générale S.A.,123.35,123.34
DE000ST4HEA5,12400.0,2019-11-15,Société Générale S.A.,122.98,122.97
DE000ST4HE91,7900.0,2019-11-15,Société Générale S.A.,79.0,78.99
DE000ST4HE83,7850.0,2019-11-15,Société Générale S.A.,78.5,78.49
DE000ST4HE75,7800.0,2019-11-15,Société Générale S.A.,78.0,77.99
DE000ST4HE67,13900.0,2019-11-15,Société Générale S.A.,126.7,126.69
DE000ST4HE59,13850.0,2019-11-15,Société Générale S.A.,126.71,126.7
DE000ST4HE42,13800.0,2019-11-15,Société Générale S.A.,126.66,126.65
DE000ST4HE34,13750.0,2019-11-15,Société Générale S.A.,126.72,126.71
DE000ST4HE26,13700.0,2019-11-15,Société Générale S.A.,126.72,126.71
DE000ST4HE18,13650.0,2019-11-15,Société Générale S.A.,126.67,126.66
DE000ST4HE00,13600.0,2019-11-15,Société Générale S.A.,126.68,126.67
DE000ST4HDZ4,11850.0,2019-11-15,Société Générale S.A.,118.24,118.23
DE000ST4HDY7,11800.0,2019-11-15,Société Générale S.A.,117.78,117.77
DE000ST4HDX9,11750.0,2019-11-15,Société Générale S.A.,117.31,117.3
DE000ST4HDW1,11700.0,2019-11-15,Société Générale S.A.,116.85,116.84
DE000ST4HDV3,11650.0,2019-11-15,Société Générale S.A.,116.38,116.37
DE000ST4HDU5,11600.0,2019-11-15,Société Générale S.A.,115.9,115.89
DE000ST4HDT7,11550.0,2019-11-15,Société Générale S.A.,115.42,115.41
DE000ST4HDS9,11500.0,2019-11-15,Société Générale S.A.,114.94,114.93
DE000ST4HDR1,11450.0,2019-11-15,Société Générale S.A.,114.46,114.45
DE000ST4HDQ3,11400.0,2019-11-15,Société Générale S.A.,113.97,113.96
DE000ST4HDP5,11350.0,2019-11-15,Société Générale S.A.,113.49,113.48
DE000ST4HDN0,11300.0,2019-11-15,Société Générale S.A.,113.0,112.99
DE000ST4HDM2,11250.0,2019-11-15,Société Générale S.A.,112.5,112.49
DE000ST4HDL4,11200.0,2019-11-15,Société Générale S.A.,112.0,111.99
DE000ST4HDK6,11150.0,2019-11-15,Société Générale S.A.,111.5,111.49
DE000ST4HDJ8,11100.0,2019-11-15,Société Générale S.A.,111.0,110.99
DE000ST4HDH2,11050.0,2019-11-15,Société Générale S.A.,110.5,110.49
DE000ST4HDG4,11000.0,2019-11-15,Société Générale S.A.,110.0,109.99
DE000ST4HDF6,11550.0,2019-10-18,Société Générale S.A.,115.5,115.49
DE000ST4HDE9,11500.0,2019-10-18,Société Générale S.A.,115.0,114.99
DE000ST4HDD1,11450.0,2019-10-18,Société Générale S.A.,114.5,114.49
DE000ST4HDC3,11400.0,2019-10-18,Société Générale S.A.,114.0,113.99
DE000ST4HDB5,11350.0,2019-10-18,Société Générale S.A.,113.5,113.49
DE000ST4HDA7,11300.0,2019-10-18,Société Générale S.A.,113.0,112.99
DE000ST4HD92,12350.0,2019-11-15,Société Générale S.A.,122.59,122.58
DE000ST4HD84,12300.0,2019-11-15,Société Générale S.A.,122.19,122.18
DE000ST4HD76,12250.0,2019-11-15,Société Générale S.A.,121.79,121.78
DE000ST4HD68,12200.0,2019-11-15,Société Générale S.A.,121.36,121.35
DE000ST4HD50,12150.0,2019-11-15,Société Générale S.A.,120.94,120.93
DE000ST4HD43,12100.0,2019-11-15,Société Générale S.A.,120.49,120.48
DE000ST4HD35,12050.0,2019-11-15,Société Générale S.A.,120.05,120.04
DE000ST4HD27,12000.0,2019-11-15,Société Générale S.A.,119.6,119.59
DE000ST4HD19,11950.0,2019-11-15,Société Générale S.A.,119.15,119.14
DE000ST4HD01,11900.0,2019-11-15,Société Générale S.A.,118.7,118.69
DE000ST4HCZ6,10750.0,2019-10-18,Société Générale S.A.,107.5,107.49
DE000ST4HCY9,10700.0,2019-10-18,Société Générale S.A.,107.0,106.99
DE000ST4HCX1,10650.0,2019-10-18,Société Générale S.A.,106.5,106.49
DE000ST4HCW3,10600.0,2019-10-18,Société Générale S.A.,106.0,105.99
DE000ST4HCV5,10550.0,2019-10-18,Société Générale S.A.,105.5,105.49
DE000ST4HCU7,10500.0,2019-10-18,Société Générale S.A.,105.0,104.99
DE000ST4HCT9,10450.0,2019-10-18,Société Générale S.A.,104.5,104.49
DE000ST4HCS1,10400.0,2019-10-18,Société Générale S.A.,104.0,103.99
DE000ST4HCR3,10350.0,2019-10-18,Société Générale S.A.,103.5,103.49
DE000ST4HCQ5,10300.0,2019-10-18,Société Générale S.A.,103.0,102.99
DE000ST4HCP7,10250.0,2019-10-18,Société Générale S.A.,102.5,102.49
DE000ST4HCN2,10200.0,2019-10-18,Société Générale S.A.,102.0,101.99
DE000ST4HCM4,10150.0,2019-10-18,Société Générale S.A.,101.5,101.49
DE000ST4HCL6,10100.0,2019-10-18,Société Générale S.A.,101.0,100.99
DE000ST4HCK8,10050.0,2019-10-18,Société Générale S.A.,100.5,100.49
DE000ST4HCJ0,10000.0,2019-10-18,Société Générale S.A.,100.0,99.99
DE000ST4HCH4,9950.0,2019-10-18,Société Générale S.A.,99.5,99.49
DE000ST4HCG6,9900.0,2019-10-18,Société Générale S.A.,99.0,98.99
DE000ST4HCF8,9850.0,2019-10-18,Société Générale S.A.,98.5,98.49
DE000ST4HCE1,9800.0,2019-10-18,Société Générale S.A.,98.0,97.99
DE000ST4HCD3,9750.0,2019-10-18,Société Générale S.A.,97.5,97.49
DE000ST4HCC5,9700.0,2019-10-18,Société Générale S.A.,97.0,96.99
DE000ST4HCB7,9650.0,2019-10-18,Société Générale S.A.,96.5,96.49
DE000ST4HCA9,9600.0,2019-10-18,Société Générale S.A.,96.0,95.99
DE000ST4HC93,11250.0,2019-10-18,Société Générale S.A.,112.5,112.49
DE000ST4HC85,11200.0,2019-10-18,Société Générale S.A.,112.0,111.99
DE000ST4HC77,11150.0,2019-10-18,Société Générale S.A.,111.5,111.49
DE000ST4HC69,11100.0,2019-10-18,Société Générale S.A.,111.0,110.99
DE000ST4HC51,11050.0,2019-10-18,Société Générale S.A.,110.5,110.49
DE000ST4HC44,11000.0,2019-10-18,Société Générale S.A.,110.0,109.99
DE000ST4HC36,10950.0,2019-10-18,Société Générale S.A.,109.5,109.49
DE000ST4HC28,10900.0,2019-10-18,Société Générale S.A.,109.0,108.99
DE000ST4HC10,10850.0,2019-10-18,Société Générale S.A.,108.5,108.49
DE000ST4HC02,10800.0,2019-10-18,Société Générale S.A.,108.0,107.99
DE000ST4HBZ8,9050.0,2019-10-18,Société Générale S.A.,90.5,90.49
DE000ST4HBY1,9000.0,2019-10-18,Société Générale S.A.,90.0,89.99
DE000ST4HBX3,8950.0,2019-10-18,Société Générale S.A.,89.5,89.49
DE000ST4HBW5,8900.0,2019-10-18,Société Générale S.A.,89.0,88.99
DE000ST4HBV7,8850.0,2019-10-18,Société Générale S.A.,88.5,88.49
DE000ST4HBU9,8800.0,2019-10-18,Société Générale S.A.,88.0,87.99
DE000ST4HBT1,8750.0,2019-10-18,Société Générale S.A.,87.5,87.49
DE000ST4HBS3,8700.0,2019-10-18,Société Générale S.A.,87.0,86.99
DE000ST4HBR5,8650.0,2019-10-18,Société Générale S.A.,86.5,86.49
DE000ST4HBQ7,8600.0,2019-10-18,Société Générale S.A.,86.0,85.99
DE000ST4HBP9,8550.0,2019-10-18,Société Générale S.A.,85.5,85.49
DE000ST4HBN4,8500.0,2019-10-18,Société Générale S.A.,85.0,84.99
DE000ST4HBM6,8450.0,2019-10-18,Société Générale S.A.,84.5,84.49
DE000ST4HBL8,8400.0,2019-10-18,Société Générale S.A.,84.0,83.99
DE000ST4HBK0,8350.0,2019-10-18,Société Générale S.A.,83.5,83.49
DE000ST4HBJ2,8300.0,2019-10-18,Société Générale S.A.,83.0,82.99
DE000ST4HBH6,8250.0,2019-10-18,Société Générale S.A.,82.5,82.49
DE000ST4HBG8,8200.0,2019-10-18,Société Générale S.A.,82.0,81.99
DE000ST4HBF0,8150.0,2019-10-18,Société Générale S.A.,81.5,81.49
DE000ST4HBE3,8100.0,2019-10-18,Société Générale S.A.,81.0,80.99
DE000ST4HBD5,8050.0,2019-10-18,Société Générale S.A.,80.5,80.49
DE000ST4HBC7,8000.0,2019-10-18,Société Générale S.A.,80.0,79.99
DE000ST4HBB9,7950.0,2019-10-18,Société Générale S.A.,79.5,79.49
DE000ST4HBA1,7900.0,2019-10-18,Société Générale S.A.,79.0,78.99
DE000ST4HB94,9550.0,2019-10-18,Société Générale S.A.,95.5,95.49
DE000ST4HB86,9500.0,2019-10-18,Société Générale S.A.,95.0,94.99
DE000ST4HB78,9450.0,2019-10-18,Société Générale S.A.,94.5,94.49
DE000ST4HB60,9400.0,2019-10-18,Société Générale S.A.,94.0,93.99
DE000ST4HB52,9350.0,2019-10-18,Société Générale S.A.,93.5,93.49
DE000ST4HB45,9300.0,2019-10-18,Société Générale S.A.,93.0,92.99
DE000ST4HB37,9250.0,2019-10-18,Société Générale S.A.,92.5,92.49
DE000ST4HB29,9200.0,2019-10-18,Société Générale S.A.,92.0,91.99
DE000ST4HB11,9150.0,2019-10-18,Société Générale S.A.,91.5,91.49
DE000ST4HB03,9100.0,2019-10-18,Société Générale S.A.,91.0,90.99
DE000ST4HAZ0,12900.0,2019-10-18,Société Générale S.A.,126.68,126.67
DE000ST4HAY3,12850.0,2019-10-18,Société Générale S.A.,126.7,126.69
DE000ST4HAX5,12800.0,2019-10-18,Société Générale S.A.,126.65,126.64
DE000ST4HAW7,12750.0,2019-10-18,Société Générale S.A.,126.5,126.49
DE000ST4HAV9,12700.0,2019-10-18,Société Générale S.A.,126.32,126.31
DE000ST4HAU1,12650.0,2019-10-18,Société Générale S.A.,126.06,126.05
DE000ST4HAT3,12600.0,2019-10-18,Société Générale S.A.,125.69,125.68
DE000ST4HAS5,12550.0,2019-10-18,Société Générale S.A.,125.28,125.27
DE000ST4HAR7,12500.0,2019-10-18,Société Générale S.A.,124.84,124.83
DE000ST4HAQ9,12450.0,2019-10-18,Société Générale S.A.,124.39,124.38
DE000ST4HAP1,12400.0,2019-10-18,Société Générale S.A.,123.92,123.91
DE000ST4HAN6,12350.0,2019-10-18,Société Générale S.A.,123.45,123.44
DE000ST4HAM8,12300.0,2019-10-18,Société Générale S.A.,122.97,122.96
DE000ST4HAL0,12250.0,2019-10-18,Société Générale S.A.,122.48,122.47
DE000ST4HAK2,12200.0,2019-10-18,Société Générale S.A.,121.98,121.97
DE000ST4HAJ4,12150.0,2019-10-18,Société Générale S.A.,121.49,121.48
DE000ST4HAH8,12100.0,2019-10-18,Société Générale S.A.,121.0,120.99
DE000ST4HAG0,12050.0,2019-10-18,Société Générale S.A.,120.5,120.49
DE000ST4HAF2,12000.0,2019-10-18,Société Générale S.A.,120.0,119.99
DE000ST4HAE5,11950.0,2019-10-18,Société Générale S.A.,119.5,119.49
DE000ST4HAD7,11900.0,2019-10-18,Société Générale S.A.,119.0,118.99
DE000ST4HAC9,11850.0,2019-10-18,Société Générale S.A.,118.5,118.49
DE000ST4HAB1,11800.0,2019-10-18,Société Générale S.A.,118.0,117.99
DE000ST4HAA3,11750.0,2019-10-18,Société Générale S.A.,117.5,117.49
DE000ST4HA95,7850.0,2019-10-18,Société Générale S.A.,78.5,78.49
DE000ST4HA87,7800.0,2019-10-18,Société Générale S.A.,78.0,77.99
DE000ST4HA79,13300.0,2019-10-18,Société Générale S.A.,126.68,126.67
DE000ST4HA61,13250.0,2019-10-18,Société Générale S.A.,126.72,126.71
DE000ST4HA53,13200.0,2019-10-18,Société Générale S.A.,126.69,126.68
DE000ST4HA46,13150.0,2019-10-18,Société Générale S.A.,126.72,126.71
DE000ST4HA38,13100.0,2019-10-18,Société Générale S.A.,126.72,126.71
DE000ST4HA20,13050.0,2019-10-18,Société Générale S.A.,126.67,126.66
DE000ST4HA12,13000.0,2019-10-18,Société Générale S.A.,126.69,126.68
DE000ST4HA04,12950.0,2019-10-18,Société Générale S.A.,126.68,126.67
DE000ST4G999,11700.0,2019-10-18,Société Générale S.A.,117.0,116.99
DE000ST4G981,11650.0,2019-10-18,Société Générale S.A.,116.5,116.49
DE000ST4G973,11600.0,2019-10-18,Société Générale S.A.,116.0,115.99
DE000ST4G2C8,13600.0,2019-10-18,Société Générale S.A.,126.69,126.68
DE000ST4G2B0,13850.0,2019-10-18,Société Générale S.A.,126.68,126.67
DE000ST4G2A2,13800.0,2019-10-18,Société Générale S.A.,126.69,126.68
DE000ST4G197,13750.0,2019-10-18,Société Générale S.A.,126.69,126.68
DE000ST4G189,13700.0,2019-10-18,Société Générale S.A.,126.67,126.66
DE000ST4G171,13650.0,2019-10-18,Société Générale S.A.,126.68,126.67
DE000ST4G163,13900.0,2019-10-18,Société Générale S.A.,126.68,126.67
DE000ST4G155,13550.0,2019-10-18,Société Générale S.A.,126.69,126.68
DE000ST4G148,13500.0,2019-10-18,Société Générale S.A.,126.7,126.69
DE000ST4G130,13450.0,2019-10-18,Société Générale S.A.,126.72,126.71
DE000ST4G122,13400.0,2019-10-18,Société Générale S.A.,126.72,126.71
DE000ST4G114,13350.0,2019-10-18,Société Générale S.A.,126.67,126.66
DE000SR4LFR0,14150.0,2021-06-18,Société Générale S.A.,122.94,122.92
DE000SR4LFQ2,14050.0,2021-06-18,Société Générale S.A.,122.6,122.58
DE000SR4LFP4,13950.0,2021-06-18,Société Générale S.A.,122.29,122.27
DE000SR4LFN9,13850.0,2021-06-18,Société Générale S.A.,121.98,121.96
DE000SR4LFM1,13750.0,2021-06-18,Société Générale S.A.,121.6,121.58
DE000SR4LFL3,13650.0,2021-06-18,Société Générale S.A.,121.22,121.2
DE000SR4LFK5,13550.0,2021-06-18,Société Générale S.A.,120.86,120.84
DE000SR4LFJ7,13450.0,2021-06-18,Société Générale S.A.,120.43,120.41
DE000SR4LFH1,13350.0,2021-06-18,Société Générale S.A.,120.0,119.98
DE000SR4LFG3,13250.0,2021-06-18,Société Générale S.A.,119.58,119.56
DE000SR4LFF5,13150.0,2021-06-18,Société Générale S.A.,119.1,119.08
DE000SR4LFE8,13050.0,2021-06-18,Société Générale S.A.,118.63,118.61
DE000SR4LFD0,12950.0,2021-06-18,Société Générale S.A.,118.13,118.11
DE000SR4LFC2,12850.0,2021-06-18,Société Générale S.A.,117.62,117.6
DE000SR4LFB4,12750.0,2021-06-18,Société Générale S.A.,117.09,117.07
DE000SR4LFA6,12650.0,2021-06-18,Société Générale S.A.,116.54,116.52
DE000SR4LEZ6,11550.0,2021-06-18,Société Générale S.A.,109.55,109.53
DE000SR4LEY9,11450.0,2021-06-18,Société Générale S.A.,108.85,108.83
DE000SR4LEX1,11350.0,2021-06-18,Société Générale S.A.,108.11,108.09
DE000SR4LEW3,11250.0,2021-06-18,Société Générale S.A.,107.37,107.35
DE000SR4LEV5,11150.0,2021-06-18,Société Générale S.A.,106.62,106.6
DE000SR4LEU7,11050.0,2021-06-18,Société Générale S.A.,105.86,105.84
DE000SR4LET9,10950.0,2021-06-18,Société Générale S.A.,105.04,105.02
DE000SR4LES1,10850.0,2021-06-18,Société Générale S.A.,104.31,104.29
DE000SR4LER3,10750.0,2021-06-18,Société Générale S.A.,103.51,103.49
DE000SR4LEQ5,10650.0,2021-06-18,Société Générale S.A.,102.72,102.7
DE000SR4LEP7,10550.0,2021-06-18,Société Générale S.A.,101.91,101.89
DE000SR4LEN2,10450.0,2021-06-18,Société Générale S.A.,101.09,101.07
DE000SR4LEM4,10350.0,2021-06-18,Société Générale S.A.,100.26,100.24
DE000SR4LEL6,10250.0,2021-06-18,Société Générale S.A.,99.43,99.41
DE000SR4LEK8,10150.0,2021-06-18,Société Générale S.A.,98.59,98.57
DE000SR4LEJ0,10050.0,2021-06-18,Société Générale S.A.,97.73,97.71
DE000SR4LEH4,9950.0,2021-06-18,Société Générale S.A.,96.88,96.86
DE000SR4LEG6,9850.0,2021-06-18,Société Générale S.A.,96.02,96.0
DE000SR4LEF8,9750.0,2021-06-18,Société Générale S.A.,95.15,95.13
DE000SR4LEE1,9650.0,2021-06-18,Société Générale S.A.,94.28,94.26
DE000SR4LED3,9550.0,2021-06-18,Société Générale S.A.,93.41,93.39
DE000SR4LEC5,9450.0,2021-06-18,Société Générale S.A.,92.54,92.52
DE000SR4LEB7,9350.0,2021-06-18,Société Générale S.A.,91.66,91.64
DE000SR4LEA9,9250.0,2021-06-18,Société Générale S.A.,90.77,90.75
DE000SR4LE99,12550.0,2021-06-18,Société Générale S.A.,115.99,115.97
DE000SR4LE81,12450.0,2021-06-18,Société Générale S.A.,115.4,115.38
DE000SR4LE73,12350.0,2021-06-18,Société Générale S.A.,114.83,114.81
DE000SR4LE65,12250.0,2021-06-18,Société Générale S.A.,114.22,114.2
DE000SR4LE57,12150.0,2021-06-18,Société Générale S.A.,113.58,113.56
DE000SR4LE40,12050.0,2021-06-18,Société Générale S.A.,112.94,112.92
DE000SR4LE32,11950.0,2021-06-18,Société Générale S.A.,112.31,112.29
DE000SR4LE24,11850.0,2021-06-18,Société Générale S.A.,111.63,111.61
DE000SR4LE16,11750.0,2021-06-18,Société Générale S.A.,110.95,110.93
DE000SR4LE08,11650.0,2021-06-18,Société Générale S.A.,110.25,110.23
DE000SR4LDZ8,8150.0,2021-06-18,Société Générale S.A.,80.75,80.73
DE000SR4LDY1,8050.0,2021-06-18,Société Générale S.A.,79.81,79.8
DE000SR4LDX3,7950.0,2021-06-18,Société Générale S.A.,78.87,78.86
DE000SR4LDW5,7850.0,2021-06-18,Société Générale S.A.,77.92,77.91
DE000SR4LDV7,7750.0,2021-06-18,Société Générale S.A.,76.97,76.96
DE000SR4LDU9,7650.0,2021-06-18,Société Générale S.A.,76.02,76.01
DE000SR4LDT1,7550.0,2021-06-18,Société Générale S.A.,75.06,75.05
DE000SR4LDS3,7450.0,2021-06-18,Société Générale S.A.,74.1,74.09
DE000SR4LDR5,7350.0,2021-06-18,Société Générale S.A.,73.14,73.13
DE000SR4LDQ7,7250.0,2021-06-18,Société Générale S.A.,72.17,72.16
DE000SR4LDP9,7150.0,2021-06-18,Société Générale S.A.,71.21,71.2
DE000SR4LDN4,7050.0,2021-06-18,Société Générale S.A.,70.24,70.23
DE000SR4LDM6,6950.0,2021-06-18,Société Générale S.A.,69.27,69.26
DE000SR4LDL8,6850.0,2021-06-18,Société Générale S.A.,68.29,68.28
DE000SR4LDK0,6750.0,2021-06-18,Société Générale S.A.,67.31,67.3
DE000SR4LDJ2,6650.0,2021-06-18,Société Générale S.A.,66.34,66.33
DE000SR4LDH6,6550.0,2021-06-18,Société Générale S.A.,65.36,65.35
DE000SR4LDG8,6450.0,2021-06-18,Société Générale S.A.,64.38,64.37
DE000SR4LDF0,6350.0,2021-06-18,Société Générale S.A.,63.39,63.38
DE000SR4LDE3,6250.0,2021-06-18,Société Générale S.A.,62.41,62.4
DE000SR4LDD5,6150.0,2021-06-18,Société Générale S.A.,61.42,61.41
DE000SR4LDC7,6050.0,2021-06-18,Société Générale S.A.,60.43,60.42
DE000SR4LDB9,5950.0,2021-06-18,Société Générale S.A.,59.44,59.43
DE000SR4LDA1,5850.0,2021-06-18,Société Générale S.A.,58.45,58.44
DE000SR4LD90,9150.0,2021-06-18,Société Générale S.A.,89.88,89.86
DE000SR4LD82,9050.0,2021-06-18,Société Générale S.A.,88.98,88.96
DE000SR4LD74,8950.0,2021-06-18,Société Générale S.A.,88.08,88.06
DE000SR4LD66,8850.0,2021-06-18,Société Générale S.A.,87.18,87.16
DE000SR4LD58,8750.0,2021-06-18,Société Générale S.A.,86.27,86.25
DE000SR4LD41,8650.0,2021-06-18,Société Générale S.A.,85.36,85.34
DE000SR4LD33,8550.0,2021-06-18,Société Générale S.A.,84.46,84.44
DE000SR4LD25,8450.0,2021-06-18,Société Générale S.A.,83.55,83.53
DE000SR4LD17,8350.0,2021-06-18,Société Générale S.A.,82.62,82.6
DE000SR4LD09,8250.0,2021-06-18,Société Générale S.A.,81.69,81.67
DE000SR4LC91,14200.0,2020-11-20,Société Générale S.A.,124.81,124.79
DE000SR4LC83,14100.0,2020-11-20,Société Générale S.A.,124.57,124.55
DE000SR4LC75,14000.0,2020-11-20,Société Générale S.A.,124.32,124.3
DE000SR4LC67,13900.0,2020-11-20,Société Générale S.A.,124.01,123.99
DE000SR4LC59,13800.0,2020-11-20,Société Générale S.A.,123.72,123.7
DE000SR4LC42,13700.0,2020-11-20,Société Générale S.A.,123.39,123.37
DE000SR4LC34,13600.0,2020-11-20,Société Générale S.A.,123.01,122.99
DE000SR4LC26,13500.0,2020-11-20,Société Générale S.A.,122.64,122.62
DE000SR4LC18,13400.0,2020-11-20,Société Générale S.A.,122.22,122.2
DE000SR4LC00,13300.0,2020-11-20,Société Générale S.A.,121.79,121.77
DE000SR42CZ6,13000.0,2019-12-13,Société Générale S.A.,126.79,126.77
DE000SR42CY9,12900.0,2019-12-13,Société Générale S.A.,126.39,126.37
DE000SR42CX1,12400.0,2019-12-13,Société Générale S.A.,123.42,123.4
DE000SR42CW3,12300.0,2019-12-13,Société Générale S.A.,122.67,122.65
DE000SR42CV5,11800.0,2019-12-13,Société Générale S.A.,118.0,117.98
DE000SR42C56,12400.0,2023-06-09,Société Générale S.A.,112.02,112.0
DE000SR42C49,12400.0,2022-09-09,Société Générale S.A.,113.45,113.43
DE000SR42C31,12400.0,2020-12-11,Société Générale S.A.,117.88,117.86
DE000SR42C23,12400.0,2020-09-11,Société Générale S.A.,119.08,119.06
DE000SR42C15,12400.0,2020-06-12,Société Générale S.A.,120.28,120.26
DE000SR42C07,12400.0,2020-03-13,Société Générale S.A.,121.52,121.5
DE000SR3VUK5,5700.0,2021-06-18,Société Générale S.A.,56.96,56.95
DE000SR3VUJ7,5600.0,2021-06-18,Société Générale S.A.,55.97,55.96
DE000SR3VUH1,5500.0,2021-06-18,Société Générale S.A.,54.98,54.97
DE000SR3VUG3,5650.0,2021-03-19,Société Générale S.A.,56.5,56.49
DE000SR3VUF5,5550.0,2021-03-19,Société Générale S.A.,55.5,55.49
DE000SR3VUE8,5500.0,2021-03-19,Société Générale S.A.,55.0,54.99
DE000SR3VUD0,5450.0,2021-03-19,Société Générale S.A.,54.5,54.49
DE000SR3VUC2,13200.0,2020-11-20,Société Générale S.A.,121.35,121.33
DE000SR3VUB4,13100.0,2020-11-20,Société Générale S.A.,120.88,120.86
DE000SR3VUA6,13000.0,2020-11-20,Société Générale S.A.,120.4,120.38
DE000SR3VTZ5,11900.0,2020-11-20,Société Générale S.A.,113.7,113.68
DE000SR3VTY8,11800.0,2020-11-20,Société Générale S.A.,112.89,112.87
DE000SR3VTX0,11700.0,2020-11-20,Société Générale S.A.,112.26,112.24
DE000SR3VTW2,11600.0,2020-11-20,Société Générale S.A.,111.52,111.5
DE000SR3VTV4,11500.0,2020-11-20,Société Générale S.A.,110.78,110.76
DE000SR3VTU6,11400.0,2020-11-20,Société Générale S.A.,110.01,109.99
DE000SR3VTT8,11300.0,2020-11-20,Société Générale S.A.,109.25,109.23
DE000SR3VTS0,11200.0,2020-11-20,Société Générale S.A.,108.45,108.43
DE000SR3VTR2,11100.0,2020-11-20,Société Générale S.A.,107.66,107.64
DE000SR3VTQ4,11000.0,2020-11-20,Société Générale S.A.,106.85,106.83
DE000SR3VTP6,10900.0,2020-11-20,Société Générale S.A.,106.03,106.01
DE000SR3VTN1,10800.0,2020-11-20,Société Générale S.A.,105.21,105.19
DE000SR3VTM3,10700.0,2020-11-20,Société Générale S.A.,104.37,104.35
DE000SR3VTL5,10600.0,2020-11-20,Société Générale S.A.,103.53,103.51
DE000SR3VTK7,10500.0,2020-11-20,Société Générale S.A.,102.68,102.66
DE000SR3VTJ9,10400.0,2020-11-20,Société Générale S.A.,101.85,101.83
DE000SR3VTH3,10300.0,2020-11-20,Société Générale S.A.,100.96,100.94
DE000SR3VTG5,10200.0,2020-11-20,Société Générale S.A.,100.09,100.07
DE000SR3VTF7,10100.0,2020-11-20,Société Générale S.A.,99.21,99.19
DE000SR3VTE0,10000.0,2020-11-20,Société Générale S.A.,98.33,98.31
DE000SR3VTD2,9900.0,2020-11-20,Société Générale S.A.,97.43,97.41
DE000SR3VTC4,9800.0,2020-11-20,Société Générale S.A.,96.54,96.52
DE000SR3VTB6,9700.0,2020-11-20,Société Générale S.A.,95.65,95.63
DE000SR3VTA8,9600.0,2020-11-20,Société Générale S.A.,94.75,94.73
DE000SR3VT91,12900.0,2020-11-20,Société Générale S.A.,119.88,119.86
DE000SR3VT83,12800.0,2020-11-20,Société Générale S.A.,119.34,119.32
DE000SR3VT75,12700.0,2020-11-20,Société Générale S.A.,118.79,118.77
DE000SR3VT67,12600.0,2020-11-20,Société Générale S.A.,118.21,118.19
DE000SR3VT59,12500.0,2020-11-20,Société Générale S.A.,117.62,117.6
DE000SR3VT42,12400.0,2020-11-20,Société Générale S.A.,117.01,116.99
DE000SR3VT34,12300.0,2020-11-20,Société Générale S.A.,116.37,116.35
DE000SR3VT26,12200.0,2020-11-20,Société Générale S.A.,115.73,115.71
DE000SR3VT18,12100.0,2020-11-20,Société Générale S.A.,115.08,115.06
DE000SR3VT00,12000.0,2020-11-20,Société Générale S.A.,114.39,114.37
DE000SR3VSZ7,8500.0,2020-11-20,Société Générale S.A.,84.59,84.57
DE000SR3VSY0,8400.0,2020-11-20,Société Générale S.A.,83.63,83.61
DE000SR3VSX2,8300.0,2020-11-20,Société Générale S.A.,82.68,82.66
DE000SR3VSW4,8200.0,2020-11-20,Société Générale S.A.,81.74,81.72
DE000SR3VSV6,8100.0,2020-11-20,Société Générale S.A.,80.77,80.75
DE000SR3VSU8,8000.0,2020-11-20,Société Générale S.A.,79.8,79.79
DE000SR3VST0,7900.0,2020-11-20,Société Générale S.A.,78.82,78.81
DE000SR3VSS2,7800.0,2020-11-20,Société Générale S.A.,77.84,77.83
DE000SR3VSR4,7700.0,2020-11-20,Société Générale S.A.,76.87,76.86
DE000SR3VSQ6,7600.0,2020-11-20,Société Générale S.A.,75.9,75.89
DE000SR3VSP8,7500.0,2020-11-20,Société Générale S.A.,74.93,74.92
