ISIN,ausstiegskosten,bezugsverhaeltnis,einstiegskosten,erstelldatum,faelligkeitsdatum,gesamtkosten_0,mittleres_szenario_0,relative_gesamtkosten_0,risikoklasse,gesamtkosten_1,mittleres_szenario_1,relative_gesamtkosten_1,gesamtkosten_2,mittleres_szenario_2,relative_gesamtkosten_2
DE000CU3RX65,"0,00","0,01","0,04",25. Juli 2019,24. Juli 2020,"3,68","10.559,71","0,04",4,,,,,,
DE000CU3RX73,"0,00","0,01","0,04",25. Juli 2019,24. Juli 2020,"3,75","10.545,13","0,04",4,,,,,,
DE000CU3RX81,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,33","10.530,53","0,05",4,,,,,,
DE000CU3RX99,"0,00","0,01","0,04",25. Juli 2019,24. Juli 2020,"4,15","10.517,43","0,04",4,,,,,,
DE000CU3RXA1,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,63","10.390,40","0,05",4,,,,,,
DE000CU3RXB9,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,53","10.403,12","0,05",4,,,,,,
DE000CU3RXC7,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,59","10.415,77","0,05",4,,,,,,
DE000CU3RXD5,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,61","10.429,24","0,05",4,,,,,,
DE000CU3RXE3,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,47","10.442,63","0,05",4,,,,,,
DE000CU3RXF0,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,52","10.456,84","0,05",4,,,,,,
DE000CU3RXG8,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,64","10.470,98","0,05",4,,,,,,
DE000CU3RXH6,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,56","10.485,04","0,05",4,,,,,,
DE000CU3RXJ2,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,56","10.500,81","0,05",4,,,,,,
DE000CU3RXK0,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,46","10.515,60","0,05",4,,,,,,
DE000CU3RXL8,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,53","10.532,10","0,05",4,,,,,,
DE000CU3RXM6,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,55","10.548,52","0,05",4,,,,,,
DE000CU3RXN4,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,50","10.564,86","0,05",4,,,,,,
DE000CU3RXP9,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,35","10.582,01","0,05",4,,,,,,
DE000CU3RXQ7,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,47","10.599,08","0,05",4,,,,,,
DE000CU3RXR5,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,49","10.616,95","0,05",4,,,,,,
DE000CU3RXS3,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,48","10.635,64","0,05",4,,,,,,
DE000CU3RXT1,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,24","10.654,24","0,05",4,,,,,,
DE000CU3RXU9,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,46","10.672,76","0,05",4,,,,,,
DE000CU3RXV7,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,25","10.692,97","0,05",4,,,,,,
DE000CU3RXW5,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,39","10.713,10","0,05",4,,,,,,
DE000CU3RXX3,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,35","10.717,83","0,05",4,,,,,,
DE000CU3RXY1,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,33","10.698,04","0,05",4,,,,,,
DE000CU3RXZ8,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,34","10.678,51","0,05",4,,,,,,
DE000CU3RYA9,"0,00","0,01","0,04",25. Juli 2019,24. Juli 2020,"4,28","10.504,25","0,04",4,,,,,,
DE000CU3RYB7,"0,00","0,01","0,04",25. Juli 2019,24. Juli 2020,"3,72","10.492,43","0,04",4,,,,,,
DE000CU3RYC5,"0,00","0,01","0,04",25. Juli 2019,24. Juli 2020,"4,23","10.480,06","0,04",4,,,,,,
DE000CU3RYD3,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,39","10.468,37","0,05",4,,,,,,
DE000CU3RYE1,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,34","10.457,57","0,05",4,,,,,,
DE000CU3RYF8,"0,00","0,01","0,04",25. Juli 2019,24. Juli 2020,"3,70","10.447,94","0,04",4,,,,,,
DE000CU3RYG6,"0,00","0,01","0,04",25. Juli 2019,24. Juli 2020,"4,12","10.438,03","0,04",4,,,,,,
DE000CU3ZC60,"0,00","0,01","0,03",24. Juni 2019,24. Januar 2020,"2,74","10.177,28","0,03",4,,,,,,
DE000CU3ZC78,"0,00","0,01","0,03",24. Juni 2019,24. Januar 2020,"3,15","10.174,79","0,03",4,,,,,,
DE000CU3ZC86,"0,00","0,01","0,03",24. Juni 2019,27. März 2020,"3,22","10.262,25","0,03",4,,,,,,
DE000CU3ZC94,"0,00","0,01","0,03",24. Juni 2019,27. März 2020,"3,14","10.258,89","0,03",4,,,,,,
DE000CU3ZDA6,"0,00","0,01","0,04",27. Juni 2019,26. Juni 2020,"3,79","10.337,81","0,04",4,,,,,,
DE000CU3ZDB4,"0,00","0,01","0,04",27. Juni 2019,26. Juni 2020,"3,79","10.329,94","0,04",4,,,,,,
DE000CU3ZDC2,"0,00","0,01","0,04",27. Juni 2019,26. Juni 2020,"3,84","10.322,49","0,04",4,,,,,,
DE000CU3ZDD0,"0,00","0,01","0,04",27. Juni 2019,26. Juni 2020,"3,75","10.315,49","0,04",4,,,,,,
DE000CU3ZDE8,"0,00","0,01","0,04",27. Juni 2019,26. Juni 2020,"3,83","10.308,74","0,04",4,,,,,,
DE000CU3ZDF5,"0,00","0,01","0,04",27. Juni 2019,26. Juni 2020,"3,70","10.302,65","0,04",4,,,,,,
DE000CU3ZDG3,"0,00","0,01","0,05",25. Juli 2019,24. Juli 2020,"4,34","10.428,70","0,05",4,,,,,,
DE000CU3ZDH1,"0,00","0,01","0,04",25. Juli 2019,24. Juli 2020,"4,11","10.420,26","0,04",4,,,,,,
DE000CU3ZDJ7,"0,00","0,01","0,04",25. Juli 2019,24. Juli 2020,"4,17","10.411,97","0,04",4,,,,,,
DE000CU4N008,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,97","10.427,68","0,05",3,,,,,,
DE000CU4N016,"0,00","0,01","0,05",5. September 2019,28. August 2020,"5,13","10.335,67","0,05",3,,,,,,
DE000CU4N024,"0,00","0,01","0,05",7. September 2019,28. August 2020,"5,07","10.306,85","0,05",3,,,,,,
DE000CU4N032,"0,00","0,01","0,04",19. September 2019,28. August 2020,"4,05","10.274,61","0,04",3,,,,,,
DE000CU4N040,"0,00","0,01","0,04",21. September 2019,28. August 2020,"4,11","10.280,03","0,04",3,,,,,,
DE000CU4N057,"0,00","0,01","0,05",29. August 2019,28. August 2020,"5,01","10.492,49","0,05",4,,,,,,
DE000CU4N065,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,34","10.506,97","0,05",4,,,,,,
DE000CU4N073,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,29","10.521,37","0,05",4,,,,,,
DE000CU4N081,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,42","10.535,68","0,05",4,,,,,,
DE000CU4N099,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,18","10.550,89","0,04",4,,,,,,
DE000CU4N0A9,"0,00","0,01","0,06",29. August 2019,28. August 2020,"5,67","10.201,92","0,06",3,,,,,,
DE000CU4N0B7,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,72","10.209,45","0,05",3,,,,,,
DE000CU4N0C5,"0,00","0,01","0,06",29. August 2019,28. August 2020,"5,60","10.215,84","0,06",3,,,,,,
DE000CU4N0D3,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,72","10.224,31","0,05",3,,,,,,
DE000CU4N0E1,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,75","10.231,64","0,05",3,,,,,,
DE000CU4N0F8,"0,00","0,01","0,06",29. August 2019,28. August 2020,"5,61","10.238,91","0,06",3,,,,,,
DE000CU4N0G6,"0,00","0,01","0,05",29. August 2019,28. August 2020,"5,35","10.247,17","0,05",3,,,,,,
DE000CU4N0H4,"0,00","0,01","0,06",29. August 2019,28. August 2020,"5,48","10.255,36","0,06",3,,,,,,
DE000CU4N0J0,"0,00","0,01","0,06",29. August 2019,28. August 2020,"5,41","10.263,48","0,06",3,,,,,,
DE000CU4N0K8,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,70","10.272,58","0,05",3,,,,,,
DE000CU4N0L6,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,59","10.281,60","0,05",3,,,,,,
DE000CU4N0M4,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,86","10.290,56","0,05",3,,,,,,
DE000CU4N0N2,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,50","10.299,44","0,05",3,,,,,,
DE000CU4N0P7,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,70","10.309,28","0,05",3,,,,,,
DE000CU4N0Q5,"0,00","0,01","0,05",29. August 2019,28. August 2020,"5,31","10.318,01","0,05",3,,,,,,
DE000CU4N0R3,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,48","10.328,73","0,05",3,,,,,,
DE000CU4N0S1,"0,00","0,01","0,05",29. August 2019,28. August 2020,"5,28","10.338,35","0,05",3,,,,,,
DE000CU4N0T9,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,65","10.348,91","0,05",3,,,,,,
DE000CU4N0U7,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,70","10.359,39","0,05",3,,,,,,
DE000CU4N0V5,"0,00","0,01","0,05",29. August 2019,28. August 2020,"5,22","10.369,79","0,05",3,,,,,,
DE000CU4N0W3,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,42","10.381,13","0,05",3,,,,,,
DE000CU4N0X1,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,99","10.392,39","0,05",3,,,,,,
DE000CU4N0Y9,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,33","10.404,57","0,05",3,,,,,,
DE000CU4N0Z6,"0,00","0,01","0,05",29. August 2019,28. August 2020,"5,11","10.415,66","0,05",3,,,,,,
DE000CU4N107,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,09","10.580,50","0,04",4,,,,,,
DE000CU4N115,"0,00","0,01","0,04",29. August 2019,28. August 2020,"3,92","10.563,10","0,04",4,,,,,,
DE000CU4N123,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,35","10.546,00","0,05",4,,,,,,
DE000CU4N131,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,52","10.529,29","0,05",4,,,,,,
DE000CU4N149,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,52","10.513,62","0,05",4,,,,,,
DE000CU4N156,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,19","10.499,16","0,04",4,,,,,,
DE000CU4N164,"0,00","0,01","0,04",29. August 2019,28. August 2020,"3,89","10.485,12","0,04",4,,,,,,
DE000CU4N172,"0,00","0,01","0,04",29. August 2019,28. August 2020,"3,91","10.471,34","0,04",4,,,,,,
DE000CU4N180,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,08","10.458,04","0,04",4,,,,,,
DE000CU4N198,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,20","10.445,17","0,04",4,,,,,,
DE000CU4N1A7,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,17","10.566,00","0,04",4,,,,,,
DE000CU4N1B5,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,18","10.581,03","0,04",4,,,,,,
DE000CU4N1C3,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,16","10.596,95","0,04",4,,,,,,
DE000CU4N1D1,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,21","10.613,75","0,04",4,,,,,,
DE000CU4N1E9,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,21","10.630,46","0,04",4,,,,,,
DE000CU4N1F6,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,40","10.647,09","0,05",4,,,,,,
DE000CU4N1G4,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,29","10.664,59","0,05",4,,,,,,
DE000CU4N1H2,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,52","10.682,00","0,05",4,,,,,,
DE000CU4N1J8,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,32","10.700,30","0,05",4,,,,,,
DE000CU4N1K6,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,57","10.718,50","0,05",4,,,,,,
DE000CU4N1L4,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,41","10.737,59","0,05",4,,,,,,
DE000CU4N1M2,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,05","10.757,55","0,04",4,,,,,,
DE000CU4N1N0,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,41","10.776,45","0,05",4,,,,,,
DE000CU4N1P5,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,07","10.797,19","0,04",4,,,,,,
DE000CU4N1Q3,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,04","10.788,22","0,04",4,,,,,,
DE000CU4N1R1,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,32","10.764,36","0,05",4,,,,,,
DE000CU4N1S9,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,34","10.741,27","0,05",4,,,,,,
DE000CU4N1T7,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,73","10.718,06","0,05",4,,,,,,
DE000CU4N1U5,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,27","10.697,29","0,05",4,,,,,,
DE000CU4N1V3,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,75","10.675,21","0,05",4,,,,,,
DE000CU4N1W1,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,35","10.655,56","0,05",4,,,,,,
DE000CU4N1X9,"0,00","0,01","0,04",29. August 2019,28. August 2020,"3,96","10.636,03","0,04",4,,,,,,
DE000CU4N1Y7,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,22","10.616,81","0,04",4,,,,,,
DE000CU4N1Z4,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,31","10.598,23","0,05",4,,,,,,
DE000CU4N2A5,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,56","10.432,38","0,05",4,,,,,,
DE000CU4N2B3,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,11","10.421,47","0,04",4,,,,,,
DE000CU4N2C1,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,26","10.410,12","0,04",4,,,,,,
DE000CU4N2D9,"0,00","0,01","0,04",29. August 2019,28. August 2020,"3,90","10.400,03","0,04",4,,,,,,
DE000CU4N2E7,"0,00","0,01","0,04",29. August 2019,28. August 2020,"3,96","10.390,08","0,04",4,,,,,,
DE000CU4N2F4,"0,00","0,01","0,04",29. August 2019,28. August 2020,"3,93","10.380,60","0,04",4,,,,,,
DE000CU4N2G2,"0,00","0,01","0,04",29. August 2019,28. August 2020,"3,90","10.371,64","0,04",4,,,,,,
DE000CU4N2H0,"0,00","0,01","0,04",29. August 2019,28. August 2020,"3,99","10.363,05","0,04",4,,,,,,
DE000CU4N2J6,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,57","10.354,18","0,05",4,,,,,,
DE000CU4N2K4,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,03","10.347,14","0,04",4,,,,,,
DE000CU4N2L2,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,00","10.339,87","0,04",4,,,,,,
DE000CU4N2M0,"0,00","0,01","0,04",29. August 2019,28. August 2020,"3,96","10.333,05","0,04",4,,,,,,
DE000CU4N2N8,"0,00","0,01","0,04",29. August 2019,28. August 2020,"3,90","10.326,54","0,04",4,,,,,,
DE000CU4N2P3,"0,00","0,01","0,04",29. August 2019,28. August 2020,"3,99","10.320,48","0,04",4,,,,,,
DE000CU4N2Q1,"0,00","0,01","0,04",29. August 2019,28. August 2020,"3,98","10.314,81","0,04",4,,,,,,
DE000CU4N2R9,"0,00","0,01","0,04",29. August 2019,28. August 2020,"3,90","10.309,57","0,04",4,,,,,,
DE000CU4N2S7,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,05","10.304,40","0,04",4,,,,,,
DE000CU4N2T5,"0,00","0,01","0,04",29. August 2019,28. August 2020,"3,95","10.299,77","0,04",4,,,,,,
DE000CU4N2U3,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,03","10.295,23","0,04",4,,,,,,
DE000CU4N2V1,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,01","10.291,17","0,04",4,,,,,,
DE000CU4N2W9,"0,00","0,01","0,04",29. August 2019,28. August 2020,"4,00","10.287,30","0,04",4,,,,,,
DE000CU4N2X7,"0,00","0,01","0,04",29. August 2019,28. August 2020,"3,93","10.283,90","0,04",4,,,,,,
DE000CU4N2Y5,"0,00","0,01","0,04",29. August 2019,28. August 2020,"3,98","10.280,60","0,04",4,,,,,,
DE000CU4N2Z2,"0,00","0,01","0,04",29. August 2019,28. August 2020,"3,91","10.277,61","0,04",4,,,,,,
DE000CU4NZ74,"0,00","0,01","0,06",29. August 2019,28. August 2020,"5,79","10.181,12","0,06",3,,,,,,
DE000CU4NZ82,"0,00","0,01","0,06",29. August 2019,28. August 2020,"5,69","10.187,75","0,06",3,,,,,,
DE000CU4NZ90,"0,00","0,01","0,05",29. August 2019,28. August 2020,"4,75","10.195,41","0,05",3,,,,,,
DE000CU58108,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"5,28","10.195,46","0,05",3,"5,81","10.194,93","0,06",,,
DE000CU58116,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"5,58","10.201,94","0,05",3,"6,11","10.201,41","0,06",,,
DE000CU58124,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"5,03","10.209,42","0,05",3,"5,55","10.208,90","0,06",,,
DE000CU58132,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"5,73","10.215,78","0,05",3,"6,26","10.215,24","0,06",,,
DE000CU58140,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"5,61","10.223,14","0,05",3,"6,13","10.222,58","0,06",,,
DE000CU58157,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"5,69","10.230,44","0,05",3,"6,21","10.229,85","0,06",,,
DE000CU58165,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,97","10.238,73","0,04",3,"5,48","10.238,11","0,06",,,
DE000CU58173,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"5,49","10.245,90","0,05",3,"6,01","10.245,24","0,06",,,
DE000CU58181,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"5,22","10.254,06","0,05",3,"5,73","10.253,34","0,06",,,
DE000CU58199,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"5,18","10.262,14","0,05",3,"5,69","10.261,34","0,06",,,
DE000CU581Z9,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"5,18","10.188,92","0,05",3,"5,71","10.188,39","0,06",,,
DE000CU58207,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,58","10.533,64","0,04",4,"5,05","10.506,05","0,05",,,
DE000CU58215,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,71","10.547,74","0,04",4,"5,17","10.516,21","0,05",,,
DE000CU58223,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,47","10.562,73","0,04",4,"4,93","10.526,71","0,05",,,
DE000CU58231,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"5,33","10.576,66","0,05",4,"5,79","10.535,66","0,06",,,
DE000CU58249,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,81","10.592,44","0,04",4,"5,27","10.545,72","0,05",,,
DE000CU58256,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,68","10.608,14","0,04",4,"5,13","10.555,05","0,05",,,
DE000CU58264,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"4,92","10.623,75","0,05",4,"5,38","10.563,71","0,06",,,
DE000CU58272,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,75","10.640,23","0,04",4,"5,21","10.572,44","0,05",,,
DE000CU58280,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"4,87","10.656,63","0,05",4,"5,32","10.580,39","0,06",,,
DE000CU58298,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,37","10.673,90","0,04",4,"4,82","10.588,42","0,05",,,
DE000CU582A0,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"5,37","10.270,16","0,05",3,"5,88","10.269,27","0,06",,,
DE000CU582B8,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,85","10.279,15","0,04",3,"5,36","10.278,15","0,05",,,
DE000CU582C6,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"5,53","10.287,03","0,05",3,"6,03","10.285,92","0,06",,,
DE000CU582D4,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"5,38","10.295,88","0,05",3,"5,88","10.294,63","0,06",,,
DE000CU582E2,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"5,60","10.304,66","0,05",3,"6,10","10.303,23","0,06",,,
DE000CU582F9,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"5,03","10.314,39","0,05",3,"5,53","10.312,73","0,06",,,
DE000CU582G7,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"5,64","10.323,03","0,05",3,"6,14","10.321,09","0,06",,,
DE000CU582H5,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,81","10.333,63","0,04",3,"5,30","10.331,38","0,05",,,
DE000CU582J1,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"5,17","10.343,14","0,05",3,"5,66","10.340,52","0,06",,,
DE000CU582K9,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,76","10.353,58","0,04",3,"5,24","10.350,56","0,05",,,
DE000CU582L7,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,76","10.363,95","0,04",3,"5,25","10.360,42","0,05",,,
DE000CU582M5,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"4,99","10.374,25","0,05",3,"5,47","10.370,10","0,06",,,
DE000CU582N3,"0,00","0,01","0,05",4. September 2019,23. Oktober 2020,"5,43","10.384,47","0,05",3,"5,91","10.379,32","0,06",,,
DE000CU582P8,"0,00","0,01","0,05",4. September 2019,23. Oktober 2020,"5,27","10.395,61","0,05",3,"5,75","10.389,50","0,06",,,
DE000CU582Q6,"0,00","0,01","0,05",6. September 2019,23. Oktober 2020,"5,46","10.345,16","0,05",3,"5,93","10.342,66","0,06",,,
DE000CU582R4,"0,00","0,01","0,04",6. September 2019,23. Oktober 2020,"4,69","10.356,29","0,04",3,"5,17","10.353,33","0,05",,,
DE000CU582S2,"0,00","0,01","0,04",6. September 2019,23. Oktober 2020,"4,73","10.366,37","0,04",3,"5,20","10.362,87","0,05",,,
DE000CU582T0,"0,00","0,01","0,05",12. September 2019,23. Oktober 2020,"5,30","10.325,73","0,05",3,"5,77","10.324,27","0,06",,,
DE000CU582U8,"0,00","0,01","0,05",14. September 2019,23. Oktober 2020,"5,06","10.317,46","0,05",3,"5,53","10.316,17","0,06",,,
DE000CU582V6,"0,00","0,01","0,05",18. September 2019,23. Oktober 2020,"5,24","10.350,62","0,05",3,"5,70","10.349,50","0,06",,,
DE000CU582W4,"0,00","0,01","0,04",20. September 2019,23. Oktober 2020,"4,75","10.340,35","0,04",3,"5,22","10.339,17","0,05",,,
DE000CU582X2,"0,00","0,01","0,04",5. Oktober 2019,23. Oktober 2020,"4,41","10.446,79","0,04",4,"4,88","10.446,04","0,05",,,
DE000CU582Y0,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,71","10.506,16","0,04",4,"5,18","10.485,26","0,05",,,
DE000CU582Z7,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"4,94","10.519,46","0,05",4,"5,40","10.495,41","0,06",,,
DE000CU58306,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,31","10.636,03","0,04",4,"4,74","10.586,64","0,05",,,
DE000CU58314,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,65","10.621,41","0,04",4,"5,08","10.580,03","0,05",,,
DE000CU58322,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,70","10.607,82","0,04",4,"5,13","10.573,69","0,05",,,
DE000CU58330,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,20","10.595,33","0,04",4,"4,62","10.567,70","0,05",,,
DE000CU58348,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,28","10.582,64","0,04",4,"4,71","10.560,92","0,05",,,
DE000CU58355,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,78","10.569,97","0,04",4,"5,21","10.553,65","0,05",,,
DE000CU58363,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,84","10.558,24","0,04",4,"5,27","10.546,77","0,05",,,
DE000CU58371,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,45","10.547,43","0,04",4,"4,88","10.540,28","0,05",,,
DE000CU58389,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,46","10.536,65","0,04",4,"4,89","10.533,33","0,05",,,
DE000CU583A8,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,38","10.691,09","0,04",4,"4,83","10.595,52","0,05",,,
DE000CU583B6,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"4,90","10.708,18","0,05",4,"5,35","10.601,61","0,06",,,
DE000CU583C4,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,71","10.726,15","0,04",4,"5,16","10.607,79","0,05",,,
DE000CU583D2,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"5,05","10.744,02","0,05",4,"5,49","10.612,92","0,06",,,
DE000CU583E0,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"4,90","10.762,77","0,05",4,"5,35","10.617,94","0,06",,,
DE000CU583F7,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,30","10.782,39","0,04",4,"4,74","10.622,84","0,05",,,
DE000CU583G5,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"5,00","10.800,96","0,05",4,"5,45","10.625,68","0,06",,,
DE000CU583H3,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,50","10.821,36","0,04",4,"4,94","10.629,15","0,05",,,
DE000CU583J9,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,57","10.841,67","0,04",4,"5,01","10.631,51","0,05",,,
DE000CU583K7,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"5,08","10.861,89","0,05",4,"5,52","10.632,65","0,06",,,
DE000CU583L5,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,26","10.883,93","0,04",4,"4,70","10.634,47","0,05",,,
DE000CU583M3,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,63","10.873,94","0,04",4,"5,07","10.634,25","0,05",,,
DE000CU583N1,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,69","10.851,99","0,04",4,"5,13","10.633,67","0,05",,,
