ISIN,ausstiegskosten,bezugsverhaeltnis,einstiegskosten,erstelldatum,faelligkeitsdatum,gesamtkosten_0,mittleres_szenario_0,relative_gesamtkosten_0,risikoklasse,gesamtkosten_1,mittleres_szenario_1,relative_gesamtkosten_1,gesamtkosten_2,mittleres_szenario_2,relative_gesamtkosten_2
DE000TR3D049,"0,00","0,01","0,06",22.07.2019,27.03.2020,"5,83","10.112,80","0,06",3,,,,,,
DE000TR3D056,"0,00","0,01","0,05",22.07.2019,27.03.2020,"4,95","10.096,01","0,05",3,,,,,,
DE000TR3D064,"0,00","0,01","0,03",22.07.2019,27.03.2020,"3,02","10.081,66","0,03",3,,,,,,
DE000TR3D072,"0,00","0,01","0,19",10.10.2019,26.06.2020,"18,42","10.315,93","0,19",3,,,,,,
DE000TR3D080,"0,00","0,01","0,12",23.07.2019,26.06.2020,"12,05","10.200,30","0,12",3,,,,,,
DE000TR3D098,"0,00","0,01","0,14",22.07.2019,26.06.2020,"13,24","10.210,83","0,14",3,,,,,,
DE000TR3D0A2,"0,00","0,01","0,11",23.07.2019,26.06.2020,"10,57","10.184,47","0,11",3,,,,,,
DE000TR3D0B0,"0,00","0,01","0,08",22.07.2019,26.06.2020,"7,82","10.161,21","0,08",3,,,,,,
DE000TR3D0C8,"0,00","0,01","0,06",23.07.2019,26.06.2020,"5,96","10.140,17","0,06",3,,,,,,
DE000TR3D0D6,"0,00","0,01","0,05",23.07.2019,26.06.2020,"5,06","10.121,46","0,05",3,,,,,,
DE000TR3D0E4,"0,00","0,01","0,23",22.07.2019,29.12.2020,"32,56","10.492,04","0,23",4,"33,01","10.363,37","0,34",,,
DE000TR3D0F1,"0,00","0,01","0,21",23.07.2019,29.12.2020,"29,31","10.443,39","0,21",4,"29,77","10.345,19","0,31",,,
DE000TR3D0G9,"0,00","0,01","0,18",22.07.2019,29.12.2020,"25,07","10.399,26","0,18",4,"25,53","10.325,37","0,26",,,
DE000TR3D0H7,"0,00","0,01","0,15",23.07.2019,29.12.2020,"21,66","10.358,79","0,15",4,"22,13","10.304,08","0,23",,,
DE000TR3D0J3,"0,00","0,01","0,18",23.09.2019,29.12.2020,"22,03","10.344,83","0,18",3,"22,51","10.334,51","0,23",,,
DE000TR3D0K1,"0,00","0,01","0,12",23.07.2019,29.12.2020,"16,50","10.287,27","0,12",3,"16,98","10.259,36","0,17",,,
DE000TR3D0L9,"0,00","0,01","0,09",23.07.2019,29.12.2020,"12,82","10.257,42","0,09",3,"13,31","10.238,23","0,14",,,
DE000TR3D0M7,"0,00","0,01","0,08",23.07.2019,29.12.2020,"11,03","10.228,64","0,08",3,"11,53","10.215,52","0,12",,,
DE000TR3D0N5,"0,00","0,01","0,06",23.07.2019,29.12.2020,"9,18","10.203,04","0,06",3,"9,69","10.194,16","0,10",,,
DE000TR3D1H5,"0,00","0,01","0,04",23.07.2019,25.10.2019,"3,59","10.061,09","0,04",3,,,,,,
DE000TR3D1J1,"0,00","0,01","0,03",23.07.2019,25.10.2019,"2,74","10.046,58","0,03",3,,,,,,
DE000TR3D1K9,"0,00","0,01","0,02",23.07.2019,25.10.2019,"1,86","10.036,24","0,02",3,,,,,,
DE000TR3D1L7,"0,00","0,01","0,00",20.09.2019,25.10.2019,"0,00","10.000,94","0,00",2,,,,,,
DE000TR3D1M5,"0,00","0,01","0,02",23.08.2019,25.10.2019,"1,93","10.033,77","0,02",2,,,,,,
DE000TR3D1N3,"0,00","0,01","0,01",12.09.2019,25.10.2019,"0,98","10.000,00","0,01",1,,,,,,
DE000TR3D1P8,"0,00","0,01","0,06",23.07.2019,22.11.2019,"6,31","10.092,82","0,06",3,,,,,,
DE000TR3D1Q6,"0,00","0,01","0,06",23.07.2019,22.11.2019,"5,50","10.074,18","0,06",3,,,,,,
DE000TR3D1R4,"0,00","0,01","0,04",23.07.2019,22.11.2019,"3,73","10.059,61","0,04",3,,,,,,
DE000TR3D1S2,"0,00","0,01","0,02",22.07.2019,22.11.2019,"1,90","10.048,35","0,02",3,,,,,,
DE000TR3D1T0,"0,00","0,01","0,00",17.09.2019,22.11.2019,"0,00","10.012,52","0,00",2,,,,,,
DE000TR3D1U8,"0,00","0,01","0,05",08.08.2019,22.11.2019,"4,94","10.077,06","0,05",2,,,,,,
DE000TR55NP4,"0,00","0,01","0,20",23.07.2019,11.01.2021,"28,61","10.429,16","0,20",4,"29,07","10.336,46","0,30",,,
DE000TR5L8Z0,"0,00","0,01","0,00",22.07.2019,30.12.2019,"0,00","9.998,79","0,00",1,,,,,,
DE000TR6DXU8,"0,00","0,01","0,03",03.09.2019,27.12.2019,"2,99","10.056,76","0,03",2,,,,,,
DE000TR6DXV6,"0,00","0,01","0,01",23.07.2019,27.12.2019,"1,01","10.036,50","0,01",2,,,,,,
DE000TR6DXW4,"0,00","0,01","0,00",27.09.2019,27.12.2019,"0,00","10.011,35","0,00",1,,,,,,
DE000TR6DXX2,"0,00","0,01","0,01",02.09.2019,27.12.2019,"1,06","10.026,39","0,01",1,,,,,,
DE000TR6DXY0,"0,00","0,01","0,02",06.08.2019,27.12.2019,"2,16","10.047,54","0,02",1,,,,,,
DE000TR6DXZ7,"0,00","0,01","0,01",23.07.2019,27.12.2019,"1,10","10.012,10","0,01",1,,,,,,
DE000TR6DY00,"0,00","0,01","0,01",23.07.2019,27.12.2019,"1,12","10.007,87","0,01",1,,,,,,
DE000TR6DY18,"0,00","0,01","0,00",22.07.2019,27.12.2019,"0,00","10.006,82","0,00",1,,,,,,
DE000TR6DY26,"0,00","0,01","0,01",22.07.2019,27.12.2019,"1,15","10.004,60","0,01",1,,,,,,
DE000TR6DY34,"0,00","0,01","0,13",23.07.2019,26.06.2020,"12,34","10.200,21","0,13",3,,,,,,
DE000TR6DY42,"0,00","0,01","0,12",23.07.2019,26.06.2020,"11,43","10.193,39","0,12",3,,,,,,
DE000TR6DY59,"0,00","0,01","0,12",23.07.2019,26.06.2020,"11,48","10.186,51","0,12",3,,,,,,
DE000TR6DY67,"0,00","0,01","0,10",23.07.2019,26.06.2020,"9,64","10.174,56","0,10",3,,,,,,
DE000TR6DY75,"0,00","0,01","0,09",22.07.2019,26.06.2020,"8,72","10.168,51","0,09",3,,,,,,
DE000TR6DY83,"0,00","0,01","0,09",23.07.2019,26.06.2020,"8,75","10.162,40","0,09",3,,,,,,
DE000TR6DY91,"0,00","0,01","0,08",23.07.2019,26.06.2020,"7,85","10.152,04","0,08",3,,,,,,
DE000TR6DYA8,"0,00","0,01","0,07",23.07.2019,26.06.2020,"6,90","10.146,78","0,07",3,,,,,,
DE000TR6DYB6,"0,00","0,01","0,07",22.07.2019,26.06.2020,"6,93","10.141,49","0,07",3,,,,,,
DE000TR6DYC4,"0,00","0,01","0,06",22.07.2019,26.06.2020,"5,99","10.131,76","0,06",3,,,,,,
DE000TR6DYD2,"0,00","0,01","0,05",22.07.2019,26.06.2020,"5,01","10.127,34","0,05",3,,,,,,
DE000TR6DYE0,"0,00","0,01","0,05",23.07.2019,26.06.2020,"5,04","10.122,88","0,05",3,,,,,,
DE000TR6DYF7,"0,00","0,01","0,04",23.07.2019,26.06.2020,"4,07","10.113,84","0,04",3,,,,,,
DE000TR6DYG5,"0,00","0,01","0,04",23.07.2019,26.06.2020,"4,08","10.109,26","0,04",3,,,,,,
DE000TR6DYH3,"0,00","0,01","0,04",22.07.2019,26.06.2020,"4,10","10.105,67","0,04",3,,,,,,
DE000TR6DYJ9,"0,00","0,01","0,03",23.07.2019,26.06.2020,"3,09","10.102,05","0,03",3,,,,,,
DE000TR6DYK7,"0,00","0,01","0,03",23.07.2019,26.06.2020,"3,11","10.098,39","0,03",3,,,,,,
DE000TR6DYL5,"0,00","0,01","0,02",23.07.2019,26.06.2020,"2,08","10.094,70","0,02",3,,,,,,
DE000TR6DYM3,"0,00","0,01","0,02",23.07.2019,26.06.2020,"2,09","10.090,98","0,02",3,,,,,,
DE000TR6DYN1,"0,00","0,01","0,02",14.10.2019,26.06.2020,"2,10","10.067,11","0,02",2,,,,,,
DE000TR6DYP6,"0,00","0,01","0,05",07.10.2019,26.06.2020,"5,29","10.104,75","0,05",2,,,,,,
DE000TR6DYQ4,"0,00","0,01","0,03",23.09.2019,26.06.2020,"3,19","10.089,21","0,03",2,,,,,,
DE000TR6DYR2,"0,00","0,01","0,03",17.09.2019,26.06.2020,"3,20","10.084,30","0,03",2,,,,,,
DE000TR6DYS0,"0,00","0,01","0,02",12.09.2019,26.06.2020,"2,14","10.075,03","0,02",2,,,,,,
DE000TR6DYT8,"0,00","0,01","0,01",09.09.2019,26.06.2020,"1,08","10.075,43","0,01",2,,,,,,
DE000TR6DYU6,"0,00","0,01","0,01",29.07.2019,26.06.2020,"1,08","10.056,23","0,01",2,,,,,,
DE000TR6DYV4,"0,00","0,01","0,01",22.07.2019,26.06.2020,"1,09","10.065,29","0,01",2,,,,,,
DE000TR6DYW2,"0,00","0,01","0,00",23.07.2019,26.06.2020,"0,00","10.063,44","0,00",2,,,,,,
DE000TR6DYX0,"0,00","0,01","0,00",23.07.2019,26.06.2020,"0,00","10.060,47","0,00",2,,,,,,
DE000TR6DYY8,"0,00","0,01","0,00",23.07.2019,26.06.2020,"0,00","10.057,47","0,00",2,,,,,,
DE000TR6DYZ5,"0,00","0,01","0,01",23.07.2019,26.06.2020,"1,11","10.054,44","0,01",2,,,,,,
DE000TR6DZ09,"0,00","0,01","0,00",23.07.2019,26.06.2020,"0,00","10.052,50","0,00",2,,,,,,
DE000TR6DZ17,"0,00","0,01","0,01",23.07.2019,26.06.2020,"1,12","10.049,40","0,01",2,,,,,,
DE000TR6DZ25,"0,00","0,01","0,00",23.07.2019,26.06.2020,"0,00","10.047,41","0,00",2,,,,,,
DE000TR6DZ33,"0,00","0,01","0,00",23.07.2019,26.06.2020,"0,00","10.045,40","0,00",2,,,,,,
DE000TR6DZ41,"0,00","0,01","0,01",23.07.2019,26.06.2020,"1,14","10.042,22","0,01",2,,,,,,
DE000TR6DZ58,"0,00","0,01","0,00",11.10.2019,26.06.2020,"0,00","10.027,50","0,00",1,,,,,,
DE000TR6DZ66,"0,00","0,01","0,01",02.10.2019,26.06.2020,"1,16","10.053,15","0,01",1,,,,,,
DE000TR6DZ74,"0,00","0,01","0,00",23.09.2019,26.06.2020,"0,00","10.042,96","0,00",1,,,,,,
DE000TR6DZ82,"0,00","0,01","0,00",18.09.2019,26.06.2020,"0,00","10.037,35","0,00",1,,,,,,
DE000TR6DZ90,"0,00","0,01","0,12",22.07.2019,29.12.2020,"17,33","10.304,31","0,12",3,"17,82","10.270,92","0,18",,,
DE000TR6DZA5,"0,00","0,01","0,10",23.07.2019,29.12.2020,"14,67","10.271,96","0,10",3,"15,16","10.248,76","0,16",,,
DE000TR6DZB3,"0,00","0,01","0,08",23.07.2019,29.12.2020,"11,93","10.242,64","0,08",3,"12,43","10.226,78","0,13",,,
DE000TR6DZC1,"0,00","0,01","0,07",23.07.2019,29.12.2020,"10,11","10.215,43","0,07",3,"10,62","10.204,61","0,11",,,
DE000TR6DZD9,"0,00","0,01","0,05",23.07.2019,29.12.2020,"7,21","10.191,48","0,05",3,"7,72","10.184,22","0,08",,,
DE000TR6DZE7,"0,00","0,01","0,05",23.07.2019,29.12.2020,"7,27","10.179,70","0,05",3,"7,79","10.173,76","0,08",,,
DE000TR6DZF4,"0,00","0,01","0,04",23.07.2019,29.12.2020,"6,29","10.168,78","0,04",3,"6,81","10.163,86","0,07",,,
DE000TR6DZG2,"0,00","0,01","0,03",23.07.2019,29.12.2020,"4,23","10.158,73","0,03",3,"4,76","10.154,62","0,05",,,
DE000TR6DZH0,"0,00","0,01","0,03",23.07.2019,29.12.2020,"4,27","10.148,49","0,03",3,"4,81","10.145,03","0,05",,,
DE000TR6DZJ6,"0,00","0,01","0,02",22.07.2019,29.12.2020,"3,24","10.139,14","0,02",3,"3,78","10.136,19","0,04",,,
DE000TR6DZK4,"0,00","0,01","0,02",23.07.2019,29.12.2020,"2,18","10.129,62","0,02",3,"2,72","10.127,11","0,03",,,
DE000TR6DZL2,"0,00","0,01","0,02",22.07.2019,29.12.2020,"2,20","10.121,01","0,02",3,"2,75","10.118,90","0,03",,,
DE000TR6DZM0,"0,00","0,01","0,01",23.07.2019,29.12.2020,"1,11","10.112,23","0,01",3,"1,67","10.110,46","0,02",,,
DE000TR6DZN8,"0,00","0,01","0,01",22.07.2019,29.12.2020,"1,12","10.104,41","0,01",3,"1,68","10.102,88","0,02",,,
DE000TR6DZP3,"0,00","0,01","0,01",01.10.2019,29.12.2020,"1,14","10.110,19","0,01",2,"1,70","10.109,62","0,02",,,
DE000TR6DZQ1,"0,00","0,01","0,02",17.09.2019,29.12.2020,"2,30","10.110,29","0,02",2,"2,87","10.109,72","0,03",,,
DE000TR6DZR9,"0,00","0,01","0,01",23.07.2019,29.12.2020,"1,16","10.081,11","0,01",2,"1,74","10.080,07","0,02",,,
DE000TR6DZS7,"0,00","0,01","0,01",23.07.2019,29.12.2020,"1,17","10.073,80","0,01",2,"1,76","10.072,86","0,02",,,
DE000TR6DZT5,"0,00","0,01","0,01",22.07.2019,29.12.2020,"1,18","10.067,51","0,01",2,"1,78","10.066,67","0,02",,,
DE000TR6DZU3,"0,00","0,01","0,01",22.07.2019,29.12.2020,"1,20","10.061,09","0,01",2,"1,80","10.060,29","0,02",,,
DE000TR6E024,"0,00","0,01","0,09",23.07.2019,27.03.2020,"8,53","10.142,18","0,09",3,,,,,,
DE000TR6E032,"0,00","0,01","0,07",23.07.2019,27.03.2020,"6,75","10.122,43","0,07",3,,,,,,
DE000TR6E040,"0,00","0,01","0,05",23.07.2019,27.03.2020,"4,90","10.103,98","0,05",3,,,,,,
DE000TR6E057,"0,00","0,01","0,04",23.07.2019,27.03.2020,"4,00","10.088,90","0,04",3,,,,,,
DE000TR6E065,"0,00","0,01","0,02",01.10.2019,27.03.2020,"2,03","10.053,82","0,02",2,,,,,,
DE000TR6E073,"0,00","0,01","0,03",24.09.2019,27.03.2020,"3,08","10.061,60","0,03",2,,,,,,
DE000TR6E081,"0,00","0,01","0,02",09.09.2019,27.03.2020,"2,07","10.059,11","0,02",2,,,,,,
DE000TR6E099,"0,00","0,01","0,00",26.07.2019,27.03.2020,"0,00","10.050,25","0,00",2,,,,,,
DE000TR6E0A8,"0,00","0,01","0,00",22.07.2019,27.03.2020,"0,00","10.053,97","0,00",2,,,,,,
DE000TR6E0B6,"0,00","0,01","0,00",23.07.2019,27.03.2020,"0,00","10.049,18","0,00",2,,,,,,
DE000TR6E0C4,"0,00","0,01","0,01",23.07.2019,27.03.2020,"1,08","10.044,28","0,01",2,,,,,,
DE000TR6E0D2,"0,00","0,01","0,01",08.10.2019,27.03.2020,"1,09","10.043,67","0,01",1,,,,,,
DE000TR6E0E0,"0,00","0,01","0,00",23.09.2019,27.03.2020,"0,00","10.030,86","0,00",1,,,,,,
DE000TR6E0F7,"0,00","0,01","0,00",12.09.2019,27.03.2020,"0,00","10.022,27","0,00",1,,,,,,
DE000TR6E0G5,"0,00","0,01","0,02",26.08.2019,27.03.2020,"2,26","10.062,18","0,02",1,,,,,,
DE000TR6E0H3,"0,00","0,01","0,01",01.08.2019,27.03.2020,"1,14","10.023,92","0,01",1,,,,,,
DE000TR6E0J9,"0,00","0,01","0,01",23.07.2019,27.03.2020,"1,15","10.021,89","0,01",1,,,,,,
DE000TR6E3J3,"0,00","0,01","0,02",23.07.2019,25.10.2019,"1,87","10.030,94","0,02",3,,,,,,
DE000TR6E3K1,"0,00","0,01","0,01",30.08.2019,25.10.2019,"0,95","10.019,08","0,01",2,,,,,,
DE000TR6E3L9,"0,00","0,01","0,01",08.10.2019,25.10.2019,"0,97","9.998,06","0,01",1,,,,,,
DE000TR6E3M7,"0,00","0,01","0,01",09.09.2019,25.10.2019,"0,99","10.000,00","0,01",1,,,,,,
DE000TR6E3N5,"0,00","0,01","0,02",26.08.2019,25.10.2019,"2,01","10.025,06","0,02",1,,,,,,
DE000TR6E3P0,"0,00","0,01","0,05",15.08.2019,25.10.2019,"5,08","10.058,93","0,05",1,,,,,,
DE000TR6E3Q8,"0,00","0,01","0,01",09.08.2019,25.10.2019,"1,02","10.027,63","0,01",1,,,,,,
DE000TR6E3R6,"0,00","0,01","0,00",03.08.2019,25.10.2019,"0,00","10.013,42","0,00",1,,,,,,
DE000TR6E3S4,"0,00","0,01","0,01",22.07.2019,25.10.2019,"1,04","10.004,17","0,01",1,,,,,,
DE000TR6E3T2,"0,00","0,01","0,00",22.07.2019,25.10.2019,"0,00","10.002,13","0,00",1,,,,,,
DE000TR6E3U0,"0,00","0,01","0,00",23.07.2019,25.10.2019,"0,00","10.001,08","0,00",1,,,,,,
DE000TR6E3V8,"0,00","0,01","0,00",23.07.2019,25.10.2019,"0,00","10.000,00","0,00",1,,,,,,
DE000TR6E3W6,"0,00","0,01","0,01",23.07.2019,25.10.2019,"1,10","9.998,90","0,01",1,,,,,,
DE000TR6E3X4,"0,00","0,01","0,00",23.07.2019,25.10.2019,"0,00","9.998,89","0,00",1,,,,,,
DE000TR6E3Y2,"0,00","0,01","0,00",23.07.2019,25.10.2019,"0,00","9.997,75","0,00",1,,,,,,
DE000TR6E3Z9,"0,00","0,01","0,00",23.07.2019,25.10.2019,"0,00","9.997,73","0,00",1,,,,,,
DE000TR6G9W1,"0,00","0,01","0,04",29.08.2019,30.12.2019,"3,99","10.070,87","0,04",2,,,,,,
DE000TR6SDL7,"0,00","0,01","0,17",23.09.2019,26.06.2020,"16,63","10.252,15","0,17",3,,,,,,
DE000TR6SDM5,"0,00","0,01","0,17",11.09.2019,26.06.2020,"16,71","10.255,22","0,17",3,,,,,,
DE000TR6SDN3,"0,00","0,01","0,13",16.07.2019,26.06.2020,"13,06","10.217,41","0,13",3,,,,,,
DE000TR6SDP8,"0,00","0,01","0,11",03.07.2019,26.06.2020,"11,22","10.195,49","0,11",3,,,,,,
DE000TR6SDQ6,"0,00","0,01","0,16",27.06.2019,26.06.2020,"15,11","10.246,48","0,16",3,,,,,,
DE000TR6SDR4,"0,00","0,01","0,10",23.07.2019,27.03.2020,"10,06","10.155,54","0,10",3,,,,,,
DE000TR6SDS2,"0,00","0,01","0,11",22.06.2019,27.03.2020,"11,21","10.180,26","0,11",3,,,,,,
DE000TR6SED2,"0,00","0,01","0,06",18.06.2019,25.10.2019,"5,45","10.090,91","0,06",3,,,,,,
DE000TR6SEE0,"0,00","0,01","0,11",04.06.2019,25.10.2019,"10,29","10.196,45","0,11",3,,,,,,
DE000TR6SEF7,"0,00","0,01","0,10",13.06.2019,22.11.2019,"10,05","10.145,32","0,10",3,,,,,,
DE000TR6SEG5,"0,00","0,01","0,11",06.06.2019,22.11.2019,"11,18","10.158,43","0,11",3,,,,,,
DE000TR6SEH3,"0,00","0,01","0,12",30.05.2019,22.11.2019,"11,40","10.167,24","0,12",3,,,,,,
DE000TR6SEJ9,"0,00","0,01","0,00",07.10.2019,22.11.2019,"0,00","10.012,40","0,00",2,,,,,,
DE000TR6SEK7,"0,00","0,01","0,03",30.08.2019,22.11.2019,"2,92","10.038,01","0,03",2,,,,,,
DE000TR6SEL5,"0,00","0,01","0,01",19.07.2019,22.11.2019,"0,99","10.034,77","0,01",2,,,,,,
DE000TR6SEM3,"0,00","0,01","0,00",27.09.2019,22.11.2019,"0,00","10.002,00","0,00",1,,,,,,
DE000TR6SEN1,"0,00","0,01","0,00",17.09.2019,22.11.2019,"0,00","10.006,06","0,00",1,,,,,,
DE000TR6SEP6,"0,00","0,01","0,01",03.09.2019,22.11.2019,"1,02","10.023,52","0,01",1,,,,,,
DE000TR6SEQ4,"0,00","0,01","0,02",26.08.2019,22.11.2019,"2,07","10.036,21","0,02",1,,,,,,
DE000TR6SER2,"0,00","0,01","0,02",13.08.2019,22.11.2019,"2,09","10.040,79","0,02",1,,,,,,
DE000TR6TYJ5,"0,00","0,01","0,17",27.09.2019,26.06.2020,"16,52","10.233,11","0,17",3,,,,,,
DE000TR6TYW8,"0,00","0,01","1,04",01.10.2019,03.04.2020,"101,75","10.084,64","1,04",3,,,,,,
DE000TR6TYX6,"0,00","0,01","1,04",12.09.2019,03.04.2020,"101,76","10.085,41","1,04",3,,,,,,
DE000TR6TYY4,"0,00","0,01","0,09",08.07.2019,03.04.2020,"9,24","10.159,79","0,09",3,,,,,,
DE000TR6TYZ1,"0,00","0,01","0,13",26.06.2019,03.04.2020,"13,10","10.199,31","0,13",3,,,,,,
DE000TR6TZ01,"0,00","0,01","0,16",18.06.2019,03.04.2020,"15,14","10.221,47","0,16",3,,,,,,
DE000TR6TZ19,"0,00","0,01","0,16",08.06.2019,03.04.2020,"15,29","10.226,51","0,16",3,,,,,,
DE000TR6TZ27,"0,00","0,01","0,19",04.06.2019,03.04.2020,"18,43","10.283,28","0,19",3,,,,,,
DE000TR6TZ35,"0,00","0,01","0,17",30.05.2019,03.04.2020,"16,58","10.239,91","0,17",3,,,,,,
DE000TR6TZ43,"0,00","0,01","0,14",14.05.2019,03.04.2020,"13,76","10.221,13","0,14",3,,,,,,
DE000TR6TZ50,"0,00","0,01","0,12",12.04.2019,03.04.2020,"11,89","10.205,09","0,12",3,,,,,,
DE000TR6TZ68,"0,00","0,01","0,10",12.04.2019,03.04.2020,"9,99","10.192,86","0,10",3,,,,,,
DE000TR6TZ76,"0,00","0,01","0,10",12.04.2019,03.04.2020,"10,08","10.180,43","0,10",3,,,,,,
DE000TR6TZ84,"0,00","0,01","0,09",12.04.2019,03.04.2020,"9,15","10.168,80","0,09",3,,,,,,
DE000TR6TZ92,"0,00","0,01","0,05",07.10.2019,03.04.2020,"5,09","10.083,52","0,05",2,,,,,,
DE000TR6TZA1,"0,00","0,01","0,03",23.09.2019,03.04.2020,"3,08","10.065,74","0,03",2,,,,,,
DE000TR6TZB9,"0,00","0,01","0,03",09.09.2019,03.04.2020,"3,11","10.062,24","0,03",2,,,,,,
DE000TR6TZC7,"0,00","0,01","0,06",05.08.2019,03.04.2020,"6,33","10.121,24","0,06",2,,,,,,
DE000TR6U004,"0,00","0,01","0,07",16.07.2019,20.12.2019,"7,23","10.116,52","0,07",3,,,,,,
DE000TR6U012,"0,00","0,01","0,08",28.06.2019,20.12.2019,"8,21","10.131,43","0,08",3,,,,,,
DE000TR6U020,"0,00","0,01","0,07",21.06.2019,20.12.2019,"7,35","10.108,44","0,07",3,,,,,,
DE000TR6U038,"0,00","0,01","0,13",06.06.2019,20.12.2019,"13,08","10.185,01","0,13",3,,,,,,
DE000TR6U046,"0,00","0,01","0,12",06.06.2019,20.12.2019,"12,24","10.170,45","0,12",3,,,,,,
DE000TR6U053,"0,00","0,01","0,14",04.06.2019,20.12.2019,"13,37","10.219,68","0,14",3,,,,,,
DE000TR6U061,"0,00","0,01","0,11",24.05.2019,20.12.2019,"10,54","10.154,23","0,11",3,,,,,,
DE000TR6U079,"0,00","0,01","0,10",12.04.2019,20.12.2019,"9,68","10.161,62","0,10",3,,,,,,
DE000TR6U087,"0,00","0,01","0,01",11.10.2019,20.12.2019,"0,96","10.010,59","0,01",2,,,,,,
DE000TR6U095,"0,00","0,01","0,02",07.10.2019,20.12.2019,"1,95","10.027,26","0,02",2,,,,,,
DE000TR6U0A8,"0,00","0,01","0,00",17.09.2019,20.12.2019,"0,00","10.022,60","0,00",2,,,,,,
DE000TR6U0B6,"0,00","0,01","0,06",26.08.2019,20.12.2019,"5,99","10.089,91","0,06",2,,,,,,
DE000TR6U0C4,"0,00","0,01","0,01",01.08.2019,20.12.2019,"1,00","10.034,12","0,01",2,,,,,,
DE000TR6U0D2,"0,00","0,01","0,00",16.07.2019,20.12.2019,"0,00","10.031,41","0,00",2,,,,,,
DE000TR6U0E0,"0,00","0,01","0,01",07.10.2019,20.12.2019,"1,02","10.011,24","0,01",1,,,,,,
DE000TR6U0F7,"0,00","0,01","0,01",24.09.2019,20.12.2019,"1,03","10.008,25","0,01",1,,,,,,
DE000TR7LJ40,"0,00","0,01","0,28",27.06.2019,26.06.2020,"26,77","10.576,76","0,28",4,,,,,,
DE000TR7LJ57,"0,00","0,01","0,28",27.06.2019,26.06.2020,"26,03","10.544,13","0,28",4,,,,,,
DE000TR7LJ65,"0,00","0,01","0,28",27.06.2019,26.06.2020,"26,10","10.528,15","0,28",4,,,,,,
DE000TR7LJ73,"0,00","0,01","0,28",27.06.2019,26.06.2020,"26,17","10.513,00","0,28",4,,,,,,
DE000TR7LJ81,"0,00","0,01","0,27",27.06.2019,26.06.2020,"25,44","10.483,38","0,27",4,,,,,,
DE000TR7LJ99,"0,00","0,01","0,26",27.06.2019,26.06.2020,"24,70","10.455,27","0,26",4,,,,,,
DE000TR7LJA0,"0,00","0,01","0,25",27.06.2019,26.06.2020,"23,96","10.428,69","0,25",4,,,,,,
DE000TR7LJB8,"0,00","0,01","0,25",27.06.2019,26.06.2020,"24,11","10.402,71","0,25",4,,,,,,
DE000TR7LJC6,"0,00","0,01","0,25",27.06.2019,26.06.2020,"24,26","10.378,29","0,25",4,,,,,,
DE000TR7LJD4,"0,00","0,01","0,24",27.06.2019,26.06.2020,"23,51","10.355,43","0,24",4,,,,,,
DE000TR7LJE2,"0,00","0,01","0,23",27.06.2019,26.06.2020,"21,85","10.334,15","0,23",4,,,,,,
DE000TR7LJF9,"0,00","0,01","0,23",27.06.2019,26.06.2020,"21,93","10.324,35","0,23",4,,,,,,
DE000TR7LJG7,"0,00","0,01","0,22",27.06.2019,26.06.2020,"21,09","10.314,48","0,22",4,,,,,,
DE000TR7LJH5,"0,00","0,01","0,26",03.05.2019,29.12.2020,"40,65","10.693,77","0,26",4,"41,54","10.433,39","0,43",,,
DE000TR7LJJ1,"0,00","0,01","0,22",03.05.2019,29.12.2020,"35,71","10.529,21","0,22",4,"36,62","10.388,93","0,38",,,
DE000TR7LJK9,"0,00","0,01","0,19",03.05.2019,29.12.2020,"30,62","10.485,29","0,19",4,"31,55","10.374,35","0,33",,,
DE000TR7LJL7,"0,00","0,01","0,18",03.05.2019,29.12.2020,"28,23","10.444,11","0,18",4,"29,17","10.357,72","0,30",,,
DE000TR7LJM5,"0,00","0,01","0,24",10.10.2019,29.12.2020,"27,71","10.413,68","0,24",3,"28,18","10.406,98","0,29",,,
DE000TR7LJT0,"0,00","0,01","0,24",03.05.2019,27.03.2020,"23,35","10.462,60","0,24",4,,,,,,
DE000TR7LJU8,"0,00","0,01","0,13",25.09.2019,27.03.2020,"12,69","10.239,22","0,13",3,,,,,,
DE000TR7LK70,"0,00","0,01","0,15",03.05.2019,25.10.2019,"14,35","10.338,43","0,15",4,,,,,,
DE000TR7LK88,"0,00","0,01","0,15",03.05.2019,25.10.2019,"14,42","10.308,84","0,15",4,,,,,,
DE000TR7LK96,"0,00","0,01","0,14",03.05.2019,25.10.2019,"13,61","10.296,12","0,14",4,,,,,,
DE000TR7LKA8,"0,00","0,01","0,14",03.05.2019,25.10.2019,"13,65","10.283,32","0,14",4,,,,,,
DE000TR7LKB6,"0,00","0,01","0,13",03.05.2019,25.10.2019,"12,88","10.259,27","0,13",4,,,,,,
DE000TR7LKC4,"0,00","0,01","0,12",03.05.2019,25.10.2019,"12,10","10.237,58","0,12",4,,,,,,
DE000TR7LKD2,"0,00","0,01","0,12",03.05.2019,25.10.2019,"12,17","10.217,39","0,12",4,,,,,,
DE000TR7LKE0,"0,00","0,01","0,01",01.10.2019,25.10.2019,"0,86","10.016,34","0,01",3,,,,,,
DE000TR7LKF7,"0,00","0,01","0,02",17.09.2019,25.10.2019,"1,74","10.025,17","0,02",3,,,,,,
DE000TR7LKG5,"0,00","0,01","0,03",09.09.2019,25.10.2019,"2,63","10.035,06","0,03",3,,,,,,
