ISIN,Cap,Bewertungstag,Emittent,Brief,Geld
DE000MC1CLJ3,10250.00,17.04.20,Morgan Stanley,101.97,101.97
DE000MC1CLK1,10300.00,17.04.20,Morgan Stanley,102.44,102.44
DE000MC1CLL9,10350.00,17.04.20,Morgan Stanley,102.90,102.90
DE000MC1CLM7,10400.00,17.04.20,Morgan Stanley,103.37,103.37
DE000MC1CLN5,10450.00,17.04.20,Morgan Stanley,103.83,103.83
DE000MC1CLP0,10500.00,17.04.20,Morgan Stanley,104.29,104.29
DE000MC1CLQ8,10550.00,17.04.20,Morgan Stanley,104.75,104.75
DE000MC1CLR6,10600.00,17.04.20,Morgan Stanley,105.21,105.21
DE000MC1CLS4,10650.00,17.04.20,Morgan Stanley,105.66,105.66
DE000MC1CLT2,10700.00,17.04.20,Morgan Stanley,106.11,106.11
DE000MC1CLU0,10750.00,17.04.20,Morgan Stanley,106.57,106.57
DE000MC1CLV8,10800.00,17.04.20,Morgan Stanley,107.02,107.02
DE000MC1CLW6,10850.00,17.04.20,Morgan Stanley,107.47,107.47
DE000MC1CLX4,10900.00,17.04.20,Morgan Stanley,107.91,107.91
DE000MC1CLZ9,10950.00,17.04.20,Morgan Stanley,108.36,108.36
DE000MC1CM07,11000.00,17.04.20,Morgan Stanley,108.80,108.80
DE000MC1CM64,11050.00,17.04.20,Morgan Stanley,109.24,109.24
DE000MC1CM72,11050.00,18.10.19,Morgan Stanley,--,110.48
DE000MC1CM98,11100.00,17.04.20,Morgan Stanley,109.67,109.67
DE000MC1CMB8,11100.00,18.10.19,Morgan Stanley,--,110.98
DE000MC1CMC6,11100.00,15.11.19,Morgan Stanley,111.00,111.00
DE000MC1CMF9,11150.00,15.11.19,Morgan Stanley,111.50,111.50
DE000MC1CMG7,11150.00,18.10.19,Morgan Stanley,--,111.48
DE000MC1CMJ1,11150.00,17.01.20,Morgan Stanley,111.03,111.03
DE000MC1CMK9,11150.00,17.04.20,Morgan Stanley,110.11,110.11
DE000MC1CML7,11200.00,17.01.20,Morgan Stanley,111.49,111.49
DE000MC1CMM5,11200.00,21.02.20,Morgan Stanley,111.09,111.09
DE000MC1CMN3,11200.00,18.10.19,Morgan Stanley,--,111.98
DE000MC1CMP8,11200.00,15.11.19,Morgan Stanley,112.00,112.00
DE000MC1CMQ6,11200.00,17.04.20,Morgan Stanley,110.54,110.54
DE000MC1CMR4,11250.00,21.02.20,Morgan Stanley,111.54,111.54
DE000MC1CMS2,11250.00,15.11.19,Morgan Stanley,112.49,112.49
DE000MC1CMT0,11250.00,20.03.20,Morgan Stanley,111.22,111.22
DE000MC1CMU8,11250.00,17.01.20,Morgan Stanley,111.95,111.95
DE000MC1CMV6,11250.00,17.04.20,Morgan Stanley,110.97,110.97
DE000MC1CMW4,11300.00,21.02.20,Morgan Stanley,111.98,111.98
DE000MC1CMX2,11300.00,17.04.20,Morgan Stanley,111.40,111.40
DE000MC1CMY0,11300.00,17.01.20,Morgan Stanley,112.41,112.41
DE000MC1CMZ7,11300.00,20.03.20,Morgan Stanley,111.66,111.66
DE000MC1CN06,11350.00,21.02.20,Morgan Stanley,112.42,112.42
DE000MC1CN14,11350.00,19.06.20,Morgan Stanley,111.24,111.24
DE000MC1CN22,11350.00,17.04.20,Morgan Stanley,111.82,111.82
DE000MC1CN30,11350.00,20.03.20,Morgan Stanley,112.09,112.09
DE000MC1CN48,11400.00,17.04.20,Morgan Stanley,112.24,112.24
DE000MC1CN55,11400.00,20.03.20,Morgan Stanley,112.52,112.52
DE000MC1CN63,11400.00,19.06.20,Morgan Stanley,111.64,111.64
DE000MC1CN71,11450.00,19.06.20,Morgan Stanley,112.05,112.05
DE000MC1CN89,11500.00,19.06.20,Morgan Stanley,112.45,112.45
DE000MC1CN97,11600.00,18.12.20,Morgan Stanley,111.46,111.46
DE000MC1CNA8,11650.00,18.12.20,Morgan Stanley,111.82,111.82
DE000MC1CNB6,11700.00,18.12.20,Morgan Stanley,112.19,112.19
DE000MC1CNC4,11750.00,18.12.20,Morgan Stanley,112.54,112.54
DE000MC1G8V7,11250.00,18.10.19,Morgan Stanley,--,112.48
DE000MC1G8W5,11300.00,15.11.19,Morgan Stanley,112.98,112.98
DE000MC1G8X3,11350.00,17.01.20,Morgan Stanley,112.87,112.87
DE000MC1G8Y1,11400.00,21.02.20,Morgan Stanley,112.86,112.86
DE000MC1G8Z8,11450.00,20.03.20,Morgan Stanley,112.94,112.94
DE000MC1G909,11450.00,17.04.20,Morgan Stanley,112.66,112.66
DE000MC1G917,11550.00,19.06.20,Morgan Stanley,112.85,112.85
DE000MC1GCZ9,11300.00,18.10.19,Morgan Stanley,--,112.98
DE000MC1GD04,11400.00,17.01.20,Morgan Stanley,113.32,113.32
DE000MC1GD12,11450.00,21.02.20,Morgan Stanley,113.29,113.29
DE000MC1GD20,11500.00,17.04.20,Morgan Stanley,113.07,113.07
DE000MC1GD38,11600.00,19.06.20,Morgan Stanley,113.25,113.25
DE000MC1GD46,11800.00,18.12.20,Morgan Stanley,112.90,112.90
DE000MC1HGB9,9750.00,17.04.20,Morgan Stanley,97.24,97.24
DE000MC1HGC7,9800.00,17.04.20,Morgan Stanley,97.72,97.72
DE000MC1M9J2,9700.00,17.04.20,Morgan Stanley,96.76,96.76
DE000MC1NQX0,9600.00,17.04.20,Morgan Stanley,95.81,95.81
DE000MC1NQY8,9650.00,17.04.20,Morgan Stanley,96.29,96.29
DE000MC1QXY7,9550.00,17.04.20,Morgan Stanley,95.32,95.32
DE000MC1SPR3,9650.00,15.05.20,Morgan Stanley,96.19,96.19
DE000MC1SPS1,9700.00,15.05.20,Morgan Stanley,96.67,96.67
DE000MC1SPT9,9750.00,15.05.20,Morgan Stanley,97.14,97.14
DE000MC1SPU7,9800.00,15.05.20,Morgan Stanley,97.62,97.62
DE000MC1SPV5,9850.00,15.05.20,Morgan Stanley,98.09,98.09
DE000MC1SPW3,9900.00,15.05.20,Morgan Stanley,98.56,98.56
DE000MC1SPX1,9950.00,15.05.20,Morgan Stanley,99.03,99.03
DE000MC1SPY9,10000.00,15.05.20,Morgan Stanley,99.50,99.50
DE000MC1SPZ6,10050.00,15.05.20,Morgan Stanley,99.97,99.97
DE000MC1SQ05,10100.00,15.05.20,Morgan Stanley,100.43,100.43
DE000MC1SQ13,10150.00,15.05.20,Morgan Stanley,100.90,100.90
DE000MC1SQ21,10200.00,15.05.20,Morgan Stanley,101.36,101.36
DE000MC1SQ39,10250.00,15.05.20,Morgan Stanley,101.83,101.83
DE000MC1SQ47,10300.00,15.05.20,Morgan Stanley,102.29,102.29
DE000MC1SQ54,10350.00,15.05.20,Morgan Stanley,102.75,102.75
DE000MC1SQ62,10400.00,15.05.20,Morgan Stanley,103.21,103.21
DE000MC1SQ70,10450.00,15.05.20,Morgan Stanley,103.66,103.66
DE000MC1SQ88,10500.00,15.05.20,Morgan Stanley,104.12,104.12
DE000MC1SQ96,10550.00,15.05.20,Morgan Stanley,104.57,104.57
DE000MC1SQA7,10600.00,15.05.20,Morgan Stanley,105.02,105.02
DE000MC1SQB5,10650.00,15.05.20,Morgan Stanley,105.47,105.47
DE000MC1SQC3,10700.00,15.05.20,Morgan Stanley,105.92,105.92
DE000MC1SQD1,10750.00,15.05.20,Morgan Stanley,106.37,106.37
DE000MC1SQE9,10800.00,15.05.20,Morgan Stanley,106.81,106.81
DE000MC1SQF6,10850.00,15.05.20,Morgan Stanley,107.25,107.25
DE000MC1SQG4,10900.00,15.05.20,Morgan Stanley,107.70,107.70
DE000MC1SQH2,10950.00,15.05.20,Morgan Stanley,108.13,108.13
DE000MC1SQJ8,11000.00,15.05.20,Morgan Stanley,108.57,108.57
DE000MC1SQK6,11050.00,15.05.20,Morgan Stanley,109.00,109.00
DE000MC1SQL4,11100.00,15.05.20,Morgan Stanley,109.43,109.43
DE000MC1SQM2,11150.00,15.05.20,Morgan Stanley,109.86,109.86
DE000MC1SQN0,11200.00,15.05.20,Morgan Stanley,110.29,110.29
DE000MC1WQC5,9550.00,15.05.20,Morgan Stanley,95.24,95.24
DE000MC1WQD3,9600.00,15.05.20,Morgan Stanley,95.72,95.72
DE000MC2J133,11250.00,15.05.20,Morgan Stanley,110.71,110.71
DE000MC2J141,11300.00,15.05.20,Morgan Stanley,111.13,111.13
DE000MC21S80,11350.00,15.05.20,Morgan Stanley,111.55,111.55
DE000MC21S98,11400.00,15.05.20,Morgan Stanley,111.96,111.97
DE000MC230K5,11450.00,15.05.20,Morgan Stanley,112.38,112.38
DE000MC29TG2,11500.00,15.05.20,Morgan Stanley,112.79,112.79
DE000MC29TH0,11550.00,15.05.20,Morgan Stanley,113.19,113.19
DE000MC2LN79,11350.00,18.10.19,Morgan Stanley,--,113.48
DE000MC2LN95,11350.00,15.11.19,Morgan Stanley,113.46,113.46
DE000MC2LNA7,11400.00,15.11.19,Morgan Stanley,113.95,113.95
DE000MC2LNB5,11450.00,17.01.20,Morgan Stanley,113.77,113.77
DE000MC2LNC3,11500.00,17.01.20,Morgan Stanley,114.21,114.21
DE000MC2LND1,11500.00,20.03.20,Morgan Stanley,113.36,113.36
DE000MC2LNE9,11500.00,21.02.20,Morgan Stanley,113.72,113.72
DE000MC2LNF6,11550.00,17.04.20,Morgan Stanley,113.48,113.48
DE000MC2LNG4,11550.00,20.03.20,Morgan Stanley,113.78,113.78
DE000MC2LNH2,11600.00,15.05.20,Morgan Stanley,113.59,113.59
DE000MC2LNJ8,11600.00,17.04.20,Morgan Stanley,113.89,113.89
DE000MC2LNK6,11650.00,19.06.20,Morgan Stanley,113.64,113.64
DE000MC2LNL4,11850.00,18.12.20,Morgan Stanley,113.25,113.25
DE000MC2Y8S0,10050.00,17.07.20,Morgan Stanley,99.65,99.65
DE000MC2Y8T8,10100.00,17.07.20,Morgan Stanley,100.11,100.11
DE000MC2Y8U6,10150.00,17.07.20,Morgan Stanley,100.57,100.57
DE000MC2Y8V4,10200.00,17.07.20,Morgan Stanley,101.02,101.03
DE000MC2Y8W2,10250.00,17.07.20,Morgan Stanley,101.48,101.48
DE000MC2Y8X0,10300.00,17.07.20,Morgan Stanley,101.93,101.93
DE000MC2Y8Y8,10350.00,17.07.20,Morgan Stanley,102.38,102.38
DE000MC2Y8Z5,10400.00,17.07.20,Morgan Stanley,102.83,102.83
DE000MC2Y900,10450.00,17.07.20,Morgan Stanley,103.28,103.28
DE000MC2Y918,10500.00,17.07.20,Morgan Stanley,103.72,103.72
DE000MC2Y926,10550.00,17.07.20,Morgan Stanley,104.17,104.17
DE000MC2Y934,10600.00,17.07.20,Morgan Stanley,104.61,104.61
DE000MC2Y942,10650.00,17.07.20,Morgan Stanley,105.05,105.05
DE000MC2Y959,10700.00,17.07.20,Morgan Stanley,105.49,105.49
DE000MC2Y967,10750.00,17.07.20,Morgan Stanley,105.92,105.92
DE000MC2Y975,10800.00,17.07.20,Morgan Stanley,106.36,106.36
DE000MC2Y983,10850.00,17.07.20,Morgan Stanley,106.79,106.79
DE000MC2Y991,10900.00,17.07.20,Morgan Stanley,107.22,107.22
DE000MC2Y9A6,10950.00,17.07.20,Morgan Stanley,107.65,107.65
DE000MC2Y9B4,11000.00,17.07.20,Morgan Stanley,108.07,108.07
DE000MC2Y9C2,11050.00,17.07.20,Morgan Stanley,108.49,108.49
DE000MC2Y9D0,11100.00,17.07.20,Morgan Stanley,108.91,108.91
DE000MC2Y9E8,11150.00,17.07.20,Morgan Stanley,109.33,109.33
DE000MC2Y9F5,11200.00,17.07.20,Morgan Stanley,109.75,109.75
DE000MC2Y9G3,11250.00,17.07.20,Morgan Stanley,110.16,110.16
DE000MC2Y9H1,11300.00,17.07.20,Morgan Stanley,110.57,110.57
DE000MC2Y9J7,11350.00,17.07.20,Morgan Stanley,110.97,110.97
DE000MC2Y9K5,11400.00,17.07.20,Morgan Stanley,111.38,111.38
DE000MC2Y9L3,11450.00,17.07.20,Morgan Stanley,111.78,111.78
DE000MC2Y9M1,11500.00,17.07.20,Morgan Stanley,112.18,112.18
DE000MC2Y9N9,11550.00,17.07.20,Morgan Stanley,112.57,112.57
DE000MC2Y9P4,11600.00,17.07.20,Morgan Stanley,112.96,112.96
DE000MC3JXA8,9050.00,15.05.20,Morgan Stanley,90.42,90.42
DE000MC3JXB6,9050.00,21.02.20,Morgan Stanley,90.50,90.50
DE000MC3JXC4,9050.00,17.04.20,Morgan Stanley,90.47,90.47
DE000MC3JXD2,9050.00,17.07.20,Morgan Stanley,90.25,90.25
DE000MC3JXE0,9050.00,20.03.20,Morgan Stanley,90.50,90.50
DE000MC3JXF7,9100.00,17.04.20,Morgan Stanley,90.96,90.96
DE000MC3JXG5,9100.00,15.05.20,Morgan Stanley,90.91,90.91
DE000MC3JXH3,9100.00,17.07.20,Morgan Stanley,90.73,90.73
DE000MC3JXJ9,9150.00,17.07.20,Morgan Stanley,91.21,91.21
DE000MC3JXK7,9150.00,15.05.20,Morgan Stanley,91.39,91.39
DE000MC3JXL5,9150.00,17.04.20,Morgan Stanley,91.45,91.45
DE000MC3JXM3,9200.00,17.04.20,Morgan Stanley,91.94,91.94
DE000MC3JXN1,9200.00,17.07.20,Morgan Stanley,91.69,91.69
DE000MC3JXP6,9200.00,15.05.20,Morgan Stanley,91.87,91.87
DE000MC3JXQ4,9250.00,17.04.20,Morgan Stanley,92.42,92.42
DE000MC3JXR2,9250.00,17.07.20,Morgan Stanley,92.16,92.16
DE000MC3JXS0,9250.00,15.05.20,Morgan Stanley,92.36,92.36
DE000MC3JXT8,9300.00,15.05.20,Morgan Stanley,92.84,92.84
DE000MC3JXU6,9300.00,17.04.20,Morgan Stanley,92.91,92.91
DE000MC3JXV4,9300.00,17.07.20,Morgan Stanley,92.64,92.64
DE000MC3JXW2,9350.00,15.05.20,Morgan Stanley,93.32,93.32
DE000MC3JXX0,9350.00,17.07.20,Morgan Stanley,93.11,93.11
DE000MC3JXY8,9350.00,17.04.20,Morgan Stanley,93.39,93.39
DE000MC3JXZ5,9400.00,15.05.20,Morgan Stanley,93.80,93.80
DE000MC3JY04,9400.00,17.07.20,Morgan Stanley,93.59,93.59
DE000MC3JY12,9400.00,17.04.20,Morgan Stanley,93.88,93.88
DE000MC3JY20,9450.00,15.05.20,Morgan Stanley,94.28,94.28
DE000MC3JY38,9450.00,17.04.20,Morgan Stanley,94.36,94.36
DE000MC3JY46,9450.00,17.07.20,Morgan Stanley,94.06,94.06
DE000MC3JY53,9500.00,17.04.20,Morgan Stanley,94.84,94.84
DE000MC3JY61,9500.00,17.07.20,Morgan Stanley,94.53,94.53
DE000MC3JY79,9500.00,15.05.20,Morgan Stanley,94.76,94.76
DE000MC3JY87,9550.00,17.07.20,Morgan Stanley,95.00,95.00
DE000MC3JY95,9600.00,17.07.20,Morgan Stanley,95.47,95.47
DE000MC3JYA6,9650.00,17.07.20,Morgan Stanley,95.94,95.94
DE000MC3JYB4,9700.00,17.07.20,Morgan Stanley,96.41,96.41
DE000MC3JYC2,9750.00,17.07.20,Morgan Stanley,96.88,96.88
DE000MC3JYD0,9800.00,17.07.20,Morgan Stanley,97.34,97.34
DE000MC3JYE8,9850.00,17.07.20,Morgan Stanley,97.81,97.81
DE000MC3JYF5,9900.00,17.07.20,Morgan Stanley,98.27,98.27
DE000MC3JYG3,9950.00,17.07.20,Morgan Stanley,98.73,98.73
DE000MC3JYH1,10000.00,17.07.20,Morgan Stanley,99.19,99.19
DE000MC30YX5,9400.00,21.08.20,Morgan Stanley,93.45,93.45
DE000MC30YY3,9450.00,21.08.20,Morgan Stanley,93.92,93.92
DE000MC30YZ0,9500.00,21.08.20,Morgan Stanley,94.39,94.39
DE000MC30Z07,9550.00,21.08.20,Morgan Stanley,94.86,94.86
DE000MC30Z15,9600.00,21.08.20,Morgan Stanley,95.32,95.32
DE000MC30Z23,9650.00,21.08.20,Morgan Stanley,95.79,95.79
DE000MC30Z31,9700.00,21.08.20,Morgan Stanley,96.25,96.25
DE000MC30Z49,9750.00,21.08.20,Morgan Stanley,96.72,96.72
DE000MC30Z56,9800.00,21.08.20,Morgan Stanley,97.18,97.18
DE000MC30Z64,9850.00,21.08.20,Morgan Stanley,97.64,97.64
DE000MC30Z72,9900.00,21.08.20,Morgan Stanley,98.10,98.10
DE000MC30Z80,9950.00,21.08.20,Morgan Stanley,98.56,98.56
DE000MC30Z98,10000.00,21.08.20,Morgan Stanley,99.02,99.02
DE000MC30ZA0,10050.00,21.08.20,Morgan Stanley,99.47,99.47
DE000MC30ZB8,10100.00,21.08.20,Morgan Stanley,99.93,99.93
DE000MC30ZC6,10150.00,21.08.20,Morgan Stanley,100.38,100.38
DE000MC30ZD4,10200.00,21.08.20,Morgan Stanley,100.83,100.83
DE000MC30ZE2,10250.00,21.08.20,Morgan Stanley,101.28,101.28
DE000MC30ZF9,10300.00,21.08.20,Morgan Stanley,101.73,101.73
DE000MC30ZG7,10350.00,21.08.20,Morgan Stanley,102.17,102.17
DE000MC30ZH5,10400.00,21.08.20,Morgan Stanley,102.62,102.62
DE000MC30ZJ1,10450.00,21.08.20,Morgan Stanley,103.06,103.06
DE000MC30ZK9,10500.00,21.08.20,Morgan Stanley,103.50,103.50
DE000MC30ZL7,10550.00,21.08.20,Morgan Stanley,103.94,103.94
DE000MC30ZM5,10600.00,21.08.20,Morgan Stanley,104.38,104.38
DE000MC30ZN3,10650.00,21.08.20,Morgan Stanley,104.81,104.81
DE000MC30ZP8,10700.00,21.08.20,Morgan Stanley,105.25,105.25
DE000MC30ZQ6,10750.00,21.08.20,Morgan Stanley,105.68,105.68
DE000MC30ZR4,10800.00,21.08.20,Morgan Stanley,106.11,106.11
DE000MC30ZS2,10850.00,21.08.20,Morgan Stanley,106.53,106.53
DE000MC30ZT0,10900.00,21.08.20,Morgan Stanley,106.96,106.96
DE000MC30ZU8,10950.00,21.08.20,Morgan Stanley,107.38,107.38
DE000MC34HD4,9350.00,21.08.20,Morgan Stanley,92.98,92.98
DE000MC37GQ1,11000.00,21.08.20,Morgan Stanley,107.80,107.80
DE000MC37GR9,11050.00,21.08.20,Morgan Stanley,108.21,108.21
DE000MC37GS7,11100.00,21.08.20,Morgan Stanley,108.63,108.63
DE000MC37GT5,11150.00,21.08.20,Morgan Stanley,109.04,109.04
DE000MC39LY1,11200.00,21.08.20,Morgan Stanley,109.45,109.45
DE000MC3LT23,11250.00,21.08.20,Morgan Stanley,109.86,109.86
DE000MC3LT31,11300.00,21.08.20,Morgan Stanley,110.26,110.26
DE000MC3NBM1,11350.00,21.08.20,Morgan Stanley,110.66,110.66
DE000MC3TTR9,11400.00,21.08.20,Morgan Stanley,111.06,111.06
DE000MC3TTS7,11450.00,21.08.20,Morgan Stanley,111.45,111.45
DE000MC3TTT5,11500.00,21.08.20,Morgan Stanley,111.84,111.84
DE000MC3TTU3,11550.00,21.08.20,Morgan Stanley,112.23,112.23
DE000MC3XW40,9900.00,18.09.20,Morgan Stanley,97.97,97.97
DE000MC3XW57,9950.00,18.09.20,Morgan Stanley,98.42,98.42
DE000MC3XW65,10000.00,18.09.20,Morgan Stanley,98.88,98.88
DE000MC3XW73,10050.00,18.09.20,Morgan Stanley,99.33,99.33
DE000MC3XW81,10100.00,18.09.20,Morgan Stanley,99.78,99.78
DE000MC3XW99,10150.00,18.09.20,Morgan Stanley,100.23,100.23
DE000MC3XWA1,10200.00,18.09.20,Morgan Stanley,100.68,100.68
DE000MC3XWB9,10250.00,18.09.20,Morgan Stanley,101.13,101.13
DE000MC3XWC7,10300.00,18.09.20,Morgan Stanley,101.57,101.57
DE000MC3XWD5,10350.00,18.09.20,Morgan Stanley,102.01,102.01
DE000MC3XWE3,10400.00,18.09.20,Morgan Stanley,102.45,102.45
DE000MC3XWF0,10450.00,18.09.20,Morgan Stanley,102.89,102.89
DE000MC3XWG8,10500.00,18.09.20,Morgan Stanley,103.33,103.33
DE000MC3XWH6,10550.00,18.09.20,Morgan Stanley,103.77,103.77
DE000MC3XWJ2,10600.00,18.09.20,Morgan Stanley,104.20,104.20
DE000MC3XWK0,10650.00,18.09.20,Morgan Stanley,104.63,104.63
DE000MC3XWL8,10700.00,18.09.20,Morgan Stanley,105.06,105.06
DE000MC3XWM6,10750.00,18.09.20,Morgan Stanley,105.49,105.49
DE000MC3XWN4,10800.00,18.09.20,Morgan Stanley,105.91,105.91
DE000MC3XWP9,10850.00,18.09.20,Morgan Stanley,106.33,106.33
DE000MC3XWQ7,10900.00,18.09.20,Morgan Stanley,106.75,106.75
DE000MC3XWR5,10950.00,18.09.20,Morgan Stanley,107.17,107.17
DE000MC3XWS3,11000.00,18.09.20,Morgan Stanley,107.58,107.58
DE000MC3XWT1,11050.00,18.09.20,Morgan Stanley,108.00,108.00
DE000MC3XWU9,11100.00,18.09.20,Morgan Stanley,108.41,108.41
DE000MC3XWV7,11150.00,18.09.20,Morgan Stanley,108.81,108.81
DE000MC3XWW5,11200.00,18.09.20,Morgan Stanley,109.22,109.22
DE000MC3XWX3,11250.00,18.09.20,Morgan Stanley,109.62,109.62
DE000MC3XWY1,11300.00,18.09.20,Morgan Stanley,110.02,110.02
DE000MC3XWZ8,11350.00,18.09.20,Morgan Stanley,110.42,110.42
DE000MC3XX07,11400.00,18.09.20,Morgan Stanley,110.81,110.81
DE000MC3XX15,11450.00,18.09.20,Morgan Stanley,111.20,111.20
DE000MC3XX23,11500.00,18.09.20,Morgan Stanley,111.59,111.59
DE000MC3YUA3,9750.00,18.09.20,Morgan Stanley,96.59,96.59
DE000MC3YUB1,9800.00,18.09.20,Morgan Stanley,97.05,97.05
DE000MC3YUC9,9850.00,18.09.20,Morgan Stanley,97.51,97.51
DE000MC4A0P9,9700.00,18.09.20,Morgan Stanley,96.13,96.13
